"";"id";"title";"type";"release_year";"runtime";"genres";"production_countries";"seasons";"imdb_score";"imdb_votes";"tmdb_popularity";"tmdb_score"
"2747";"tm413418";"Cycle";"MOVIE";"2018";"96";['drama', 'comedy', 'animation'];['IN'];"";"8.2";"479.0";"0.718";""
"2748";"tm348919";"How to Stage a Coup";"MOVIE";"2017";"47";['documentation'];['GB'];"";"6.1";"172.0";"1.155";"7.2"
"2749";"tm445255";"Qismat";"MOVIE";"2018";"140";['romance', 'drama'];['IN'];"";"8.1";"3037.0";"1.758";"7.3"
"2750";"tm367264";"Milada";"MOVIE";"2017";"130";['drama', 'history', 'european'];['CZ', 'US'];"";"6.3";"1302.0";"8.714";"6.9"
"2751";"tm423950";"Romina";"MOVIE";"2018";"74";['horror', 'thriller'];['MX'];"";"2.3";"2282.0";"11.289";"2.7"
"2752";"tm351720";"The Most Assassinated Woman in the World";"MOVIE";"2018";"102";['thriller', 'drama', 'european'];['BE', 'GB', 'US'];"";"5.3";"1076.0";"6.741";"5.3"
"2753";"tm324042";"Jackie: A Tale of Two Sisters";"MOVIE";"2017";"44";['documentation'];['GB', 'US'];"";"nan";"nan";"1.896";"4.3"
"2754";"tm350116";"B. A. Pass 2";"MOVIE";"2017";"136";['drama'];['IN'];"";"2.2";"475.0";"2.913";"7.0"
"2755";"tm835357";"A 3 Minute Hug";"MOVIE";"2018";"28";['documentation'];['MX'];"";"nan";"nan";"2.827";"6.4"
"2756";"tm447750";"Aggretsuko: We Wish You A Metal Christmas";"MOVIE";"2018";"22";['animation', 'comedy'];['JP'];"";"nan";"nan";"3.852";"7.5"
"2757";"tm314939";"Kalushi : The Story of Solomon Mahlangu";"MOVIE";"2017";"106";['drama', 'thriller'];['ZA'];"";"6.5";"309.0";"1.256";"6.2"
"2758";"tm418894";"Franco Escamilla: Por La Anécdota";"MOVIE";"2018";"66";['comedy'];['MX'];"";"6.9";"302.0";"21.875";"9.1"
"2759";"tm279017";"Michael Bolton's Big, Sexy Valentine's Day Special";"MOVIE";"2017";"54";['comedy', 'music', 'romance'];['US'];"";"6.7";"2102.0";"6.613";"6.6"
"2760";"tm558730";"A Champion Heart";"MOVIE";"2018";"90";['family'];['US'];"";"5.9";"395.0";"5.224";"8.2"
"2761";"tm344995";"The Russian Revolution";"MOVIE";"2017";"47";['documentation', 'history'];['GB'];"";"6.5";"642.0";"1.981";"6.5"
"2762";"tm426117";"On My Skin";"MOVIE";"2018";"100";['drama', 'european'];['IT'];"";"7.3";"9159.0";"7.865";"8.1"
"2763";"ts84644";"Westside";"SHOW";"2018";"47";['reality'];['US'];"1.0";"6.0";"168.0";"0.957";"4.0"
"2764";"ts83925";"Boca Juniors Confidential";"SHOW";"2018";"43";['documentation', 'sport'];['AR'];"1.0";"6.3";"350.0";"0.789";"7.6"
"2765";"tm372969";"Love per Square Foot";"MOVIE";"2018";"133";['romance', 'comedy'];['IN'];"";"7.2";"8187.0";"6.683";"6.7"
"2766";"ts83820";"The Judgement";"SHOW";"2018";"48";['drama', 'crime'];['TH'];"1.0";"7.1";"95.0";"2.518";"7.7"
"2767";"tm300440";"The Mansion";"MOVIE";"2017";"100";['horror', 'comedy', 'european'];['FR'];"";"4.6";"2592.0";"11.605";"4.9"
"2768";"ts55484";"My Only Love Song";"SHOW";"2017";"36";['drama', 'comedy', 'fantasy', 'romance'];['KR'];"1.0";"7.0";"647.0";"12.756";"8.4"
"2769";"ts81856";"Borges";"SHOW";"2018";"24";['comedy'];['BR'];"2.0";"6.2";"168.0";"1.992";"7.8"
"2770";"ts76771";"Stretch Armstrong & the Flex Fighters";"SHOW";"2017";"23";['action', 'comedy', 'scifi', 'animation'];['US'];"2.0";"6.2";"307.0";"5.244";"7.6"
"2771";"tm299730";"Lucid Dream";"MOVIE";"2017";"101";['thriller', 'scifi'];['KR'];"";"6.1";"3575.0";"13.263";"6.3"
"2772";"ts84179";"Made in Mexico";"SHOW";"2018";"50";['reality'];['US'];"1.0";"3.9";"760.0";"4.893";"7.5"
"2773";"ts79585";"Dinotrux: Supercharged";"SHOW";"2017";"23";['family', 'animation', 'action', 'comedy'];['US'];"3.0";"7.5";"94.0";"9.489";"9.4"
"2774";"tm351201";"In the Family";"MOVIE";"2017";"124";['comedy'];['TR'];"";"7.7";"23297.0";"6.596";"6.8"
"2775";"tm408871";"Jefe";"MOVIE";"2018";"89";['comedy', 'european'];['ES'];"";"5.4";"1073.0";"3.865";"5.6"
"2776";"ts222363";"Monkart";"SHOW";"2017";"12";[];['KR'];"1.0";"nan";"nan";"2.532";""
"2777";"ts75750";"Revolutionary Love";"SHOW";"2017";"68";['comedy', 'romance'];['KR'];"1.0";"6.9";"666.0";"5.915";"8.6"
"2778";"ts76540";"Dennis & Gnasher Unleashed!";"SHOW";"2017";"13";['animation', 'comedy'];['GB'];"2.0";"7.3";"82.0";"1.4";"7.0"
"2779";"tm362264";"The Gift";"MOVIE";"2017";"85";['drama'];['TZ'];"";"8.1";"20.0";"1.324";"10.0"
"2780";"tm412489";"Dear Son";"MOVIE";"2018";"100";['drama'];['QA', 'TN', 'BE', 'FR'];"";"6.5";"388.0";"1.126";"6.4"
"2781";"tm361588";"Mission Kathmandu: The Adventures of Nelly & Simon";"MOVIE";"2017";"84";['animation', 'comedy'];['CA'];"";"5.1";"434.0";"9.009";"5.6"
"2782";"tm307767";"Baadshaho";"MOVIE";"2017";"136";['action', 'thriller'];['IN'];"";"5.0";"4783.0";"3.054";"5.8"
"2783";"tm314272";"Love.com";"MOVIE";"2017";"92";['romance', 'comedy'];['BR'];"";"5.8";"737.0";"6.442";"6.8"
"2784";"tm364206";"Ex-Shaman";"MOVIE";"2018";"81";['documentation'];['BR'];"";"7.1";"245.0";"1.77";"6.7"
"2785";"tm413082";"Recovery Boys";"MOVIE";"2018";"90";['documentation'];['US'];"";"6.7";"714.0";"6.523";"6.6"
"2786";"ts84555";"The Unknown Hitman: The Story of El Cholo Adrián";"SHOW";"2017";"49";['action', 'crime'];['MX'];"2.0";"6.7";"144.0";"6.419";"10.0"
"2787";"tm446424";"Christmas with a Prince";"MOVIE";"2018";"82";['romance', 'drama'];['CA'];"";"5.2";"1627.0";"8.263";"5.1"
"2788";"tm327219";"Buddy Thunderstruck: The Maybe Pile";"MOVIE";"2017";"13";['comedy'];['US'];"";"nan";"nan";"2.676";"7.5"
"2789";"tm424898";"Bayonet";"MOVIE";"2018";"101";['drama'];['MX', 'FI'];"";"5.7";"549.0";"3.058";"6.0"
"2790";"tm316658";"Frat Star";"MOVIE";"2017";"85";['drama', 'comedy'];['US'];"";"3.6";"659.0";"4.985";"4.9"
"2791";"ts86067";"Death by Magic";"SHOW";"2018";"33";['reality'];['US'];"1.0";"6.1";"629.0";"2.757";"6.9"
"2792";"tm349656";"A Sort of Family";"MOVIE";"2017";"95";['drama', 'thriller', 'crime', 'european'];['AR', 'BR', 'DK', 'FR', 'DE', 'PL'];"";"6.3";"694.0";"3.782";"6.4"
"2793";"tm372061";"Sudani from Nigeria";"MOVIE";"2018";"123";['comedy', 'drama', 'family', 'sport'];['IN'];"";"8.2";"4159.0";"4.255";"7.1"
"2794";"tm416121";"Kuntilanak";"MOVIE";"2018";"105";['comedy', 'horror', 'family'];['ID'];"";"4.6";"651.0";"5.067";"6.1"
"2795";"tm350971";"The Last Hour";"MOVIE";"2017";"118";['drama', 'thriller', 'history'];['PE'];"";"6.3";"522.0";"3.399";"7.0"
"2796";"tm445153";"Njan Prakashan";"MOVIE";"2018";"131";['comedy', 'drama'];['IN'];"";"7.6";"4304.0";"4.269";"6.8"
"2797";"tm995893";"The Crossing";"MOVIE";"2017";"10";['documentation'];['PS'];"";"7.5";"nan";"0.998";"6.0"
"2798";"ts82085";"Ainori Love Wagon: Asian Journey";"SHOW";"2017";"27";['reality'];['JP'];"2.0";"6.8";"271.0";"1.992";"7.1"
"2799";"tm438994";"The Holiday Calendar";"MOVIE";"2018";"95";['romance', 'comedy', 'drama', 'fantasy'];['US'];"";"5.7";"9985.0";"9.382";"6.7"
"2800";"tm428453";"Cities of Last Things";"MOVIE";"2018";"106";['crime', 'drama', 'scifi'];['TW', 'US', 'CN', 'FR'];"";"6.2";"1615.0";"5.868";"6.4"
"2801";"tm360618";"The Trader";"MOVIE";"2018";"23";['documentation'];['GE'];"";"nan";"nan";"4.816";"6.8"
"2802";"ts229123";"Little Singham";"SHOW";"2018";"12";['action'];['IN'];"2.0";"3.5";"91.0";"1.181";"4.0"
"2803";"ts83204";"Million Pound Menu";"SHOW";"2018";"59";['reality'];['GB'];"2.0";"6.5";"563.0";"2.093";"6.2"
"2804";"tm363003";"Seeing Allred";"MOVIE";"2018";"96";['documentation'];['US'];"";"7.2";"1338.0";"6.668";"6.9"
"2805";"ts83429";"Take My Brother Away";"SHOW";"2018";"46";['comedy', 'drama', 'family'];[];"1.0";"6.7";"161.0";"2.459";"8.3"
"2806";"ts83663";"A Taiwanese Tale of Two Cities";"SHOW";"2018";"68";['drama'];['TW'];"2.0";"6.1";"159.0";"3.867";"8.0"
"2807";"ts75491";"Fire Chasers";"SHOW";"2017";"58";['documentation'];['US'];"1.0";"6.6";"368.0";"3.458";"6.3"
"2808";"ts82564";"Jimmy: The True Story of a True Idiot";"SHOW";"2018";"42";['drama', 'comedy'];['JP'];"1.0";"6.8";"77.0";"1.289";"5.0"
"2809";"tm295558";"The Grown-Ups";"MOVIE";"2017";"82";['documentation'];['CL', 'NL', 'FR'];"";"7.6";"251.0";"1.599";"7.2"
"2810";"tm440946";"Christmas with a View";"MOVIE";"2018";"90";['romance', 'drama'];['CA'];"";"5.1";"4544.0";"11.557";"5.8"
"2811";"ts83430";"Smoking";"SHOW";"2018";"24";['drama', 'crime', 'comedy'];['JP'];"2.0";"7.4";"456.0";"4.229";"8.3"
"2812";"tm463827";"Paranormal Investigation";"MOVIE";"2018";"92";['thriller', 'horror'];['FR'];"";"3.7";"1652.0";"3.089";"4.4"
"2813";"tm414746";"Carlos Ballarta: furia ñera";"MOVIE";"2018";"62";['comedy'];['MX'];"";"7.2";"212.0";"4.216";"7.2"
"2814";"tm432327";"C/o Kancharapalem";"MOVIE";"2018";"152";['drama'];['IN'];"";"9.0";"6562.0";"2.096";"7.6"
"2815";"tm356684";"Animas";"MOVIE";"2018";"83";['drama', 'horror', 'thriller', 'animation', 'european'];['BE', 'ES'];"";"nan";"nan";"6.184";"4.9"
"2816";"tm275437";"Coin Heist";"MOVIE";"2017";"97";['crime', 'thriller', 'drama', 'romance'];['US'];"";"4.8";"2638.0";"12.576";"5.4"
"2817";"ts80859";"Here to Heart";"SHOW";"2018";"45";['drama', 'romance'];['CN'];"1.0";"7.5";"219.0";"4.003";"8.3"
"2818";"tm492277";"Semesta";"MOVIE";"2018";"88";['documentation'];['ID'];"";"7.3";"111.0";"1.678";"8.0"
"2819";"tm431928";"Rajma Chawal";"MOVIE";"2018";"129";['comedy', 'drama', 'family'];['IN'];"";"5.7";"1815.0";"1.769";"6.5"
"2820";"tm407318";"Sofía Niño de Rivera: Natural Selection";"MOVIE";"2018";"61";['comedy'];['MX'];"";"6.9";"237.0";"1.156";"6.0"
"2821";"tm408892";"Unbridled";"MOVIE";"2018";"96";['thriller', 'european'];['ES', 'IT'];"";"5.1";"498.0";"15.361";"5.3"
"2822";"ts75357";"LEGO Elves: Secrets of Elvendale";"SHOW";"2017";"24";['scifi', 'animation', 'fantasy'];['US'];"1.0";"6.9";"163.0";"1.4";"7.7"
"2823";"tm320785";"The Mars Generation";"MOVIE";"2017";"97";['documentation'];['US'];"";"6.5";"989.0";"5.021";"6.6"
"2824";"tm1068348";"Deranged";"MOVIE";"2017";"99";['thriller'];[];"";"3.5";"11.0";"1.4";""
"2825";"tm430426";"El Diesel";"MOVIE";"2018";"105";['thriller', 'action', 'crime'];['EG'];"";"4.5";"437.0";"1.623";"6.1"
"2826";"tm362121";"Time Share";"MOVIE";"2018";"96";['drama', 'horror', 'thriller', 'european'];['NL', 'MX'];"";"5.9";"2762.0";"9.709";"5.6"
"2827";"tm320144";"The Wishing Tree";"MOVIE";"2017";"99";['fantasy', 'drama'];['IN'];"";"5.7";"92.0";"2.53";"5.3"
"2828";"ts84330";"Oh My Ghost";"SHOW";"2018";"51";['drama', 'comedy'];['TH'];"1.0";"nan";"nan";"1.364";"8.3"
"2829";"ts79707";"Edha";"SHOW";"2018";"40";['drama'];['AR'];"1.0";"4.9";"632.0";"10.357";"6.3"
"2830";"tm318492";"Overnight Republic";"MOVIE";"2017";"105";['comedy'];['TR'];"";"5.8";"4632.0";"2.273";"5.4"
"2831";"tm434883";"Been So Long";"MOVIE";"2018";"100";['romance', 'drama'];['GB'];"";"5.4";"1100.0";"7.089";"5.6"
"2832";"ts93947";"Wrong Kind of Black";"SHOW";"2018";"16";['comedy', 'drama'];['AU'];"1.0";"7.7";"148.0";"1.033";"7.5"
"2833";"tm374226";"Gad Elmaleh: American Dream";"MOVIE";"2018";"57";['comedy'];['US'];"";"7.2";"1028.0";"5.417";"6.8"
"2834";"tm337040";"Maz Jobrani: Immigrant";"MOVIE";"2017";"67";['comedy', 'documentation'];['US'];"";"6.7";"840.0";"3.08";"6.2"
"2835";"tm446574";"Love Jacked";"MOVIE";"2018";"100";['comedy', 'romance'];['CA', 'ZA', 'US'];"";"5.9";"2142.0";"8.818";"6.1"
"2836";"ts82631";"Monkey Twins";"SHOW";"2018";"53";['crime', 'action'];['TH'];"1.0";"7.9";"92.0";"3.109";"6.0"
"2837";"tm323907";"Michael Lost and Found";"MOVIE";"2017";"19";['documentation'];['CA', 'US'];"";"nan";"nan";"1.991";"5.8"
"2838";"tm316923";"Kartini: Princess of Java";"MOVIE";"2017";"118";['drama', 'family', 'history', 'european'];['ID'];"";"7.6";"511.0";"1.633";"7.6"
"2839";"tm348386";"Resurface";"MOVIE";"2017";"27";['documentation', 'sport', 'war'];['US'];"";"7.1";"286.0";"1.642";"7.1"
"2840";"ts81827";"True: Magical Friends";"SHOW";"2018";"24";['animation'];['US'];"1.0";"nan";"nan";"1.87";"10.0"
"2841";"tm315865";"Laerte-se";"MOVIE";"2017";"100";['documentation'];['BR'];"";"7.0";"688.0";"2.196";"7.3"
"2842";"tm285329";"Take the 10";"MOVIE";"2017";"80";['comedy'];['US'];"";"4.7";"3130.0";"9.312";"5.2"
"2843";"tm363181";"Ladies First";"MOVIE";"2017";"39";['documentation', 'comedy', 'romance'];['IN'];"";"3.9";"25.0";"2.474";"7.7"
"2844";"tm325433";"Dismissal";"MOVIE";"2017";"90";['comedy'];['AR', 'ES'];"";"5.0";"973.0";"6.135";"5.1"
"2845";"tm326773";"Sunday's Illness";"MOVIE";"2018";"113";['drama', 'european'];['ES'];"";"6.9";"3484.0";"5.05";"6.7"
"2846";"ts83025";"Baby Ballroom";"SHOW";"2017";"45";['documentation'];[];"2.0";"7.8";"198.0";"3.514";"8.0"
"2847";"tm407730";"Target";"MOVIE";"2018";"93";['horror', 'thriller', 'comedy'];['ID'];"";"3.9";"496.0";"4.337";"4.1"
"2848";"tm370430";"Liberated: The New Sexual Revolution";"MOVIE";"2017";"84";['documentation'];['MX', 'US'];"";"6.0";"1502.0";"5.251";"6.6"
"2849";"ts84167";"Age of Rebellion";"SHOW";"2018";"83";['drama', 'romance', 'crime'];['TW'];"1.0";"8.6";"49.0";"3.856";"6.0"
"2850";"tm309115";"Naam Shabana";"MOVIE";"2017";"147";['thriller', 'action', 'drama'];['IN'];"";"6.2";"6712.0";"5.584";"5.8"
"2851";"tm436266";"Born Racer";"MOVIE";"2018";"88";['drama', 'action', 'documentation'];['NZ'];"";"6.1";"256.0";"2.736";"7.7"
"2852";"tm428483";"The Girl Allergic to Wi-Fi";"MOVIE";"2018";"104";['romance'];['PH'];"";"6.3";"290.0";"2.726";"6.8"
"2853";"tm416341";"HiGH&LOW The Movie 3: Final Mission";"MOVIE";"2017";"118";['drama', 'action'];['JP'];"";"7.7";"636.0";"4.243";"6.4"
"2854";"tm411257";"Kevin James: Never Don't Give Up";"MOVIE";"2018";"62";['comedy'];['US'];"";"6.1";"1448.0";"4.617";"6.3"
"2855";"tm451171";"Sylvia";"MOVIE";"2018";"130";['thriller', 'drama', 'romance'];['NG'];"";"4.7";"126.0";"0.873";"6.4"
"2856";"tm435487";"Suzzanna: Buried Alive";"MOVIE";"2018";"125";['horror', 'comedy', 'drama', 'thriller'];['ID'];"";"5.5";"894.0";"2.673";"5.7"
"2857";"tm327951";"The Doll 2";"MOVIE";"2017";"116";['thriller', 'horror'];['ID'];"";"5.2";"534.0";"6.813";"5.6"
"2858";"tm417111";"How to Get Over a Breakup";"MOVIE";"2018";"104";['comedy'];['PE'];"";"6.1";"1972.0";"9.983";"6.8"
"2859";"ts81886";"All About the Washingtons";"SHOW";"2018";"23";['comedy', 'music'];['US'];"1.0";"4.8";"708.0";"1.987";"4.6"
"2860";"tm425748";"Cook Off";"MOVIE";"2017";"116";['comedy', 'romance'];['ZW'];"";"6.1";"337.0";"1.397";"6.1"
"2861";"tm430057";"Weapon of Choice";"MOVIE";"2018";"90";['documentation', 'european'];['AT', 'IQ', 'US'];"";"4.8";"162.0";"2.08";"5.3"
"2862";"tm353875";"All the Reasons to Forget";"MOVIE";"2017";"90";['comedy', 'drama'];['BR'];"";"6.2";"523.0";"2.598";"7.3"
"2863";"tm313472";"The Lost Brother";"MOVIE";"2017";"112";['thriller', 'crime', 'drama', 'european'];['AR'];"";"6.5";"1690.0";"7.812";"6.9"
"2864";"tm430496";"D.L. Hughley: Contrarian";"MOVIE";"2018";"58";['comedy'];['US'];"";"6.6";"606.0";"2.164";"5.2"
"2865";"ts77219";"Part-Time Idol";"SHOW";"2017";"40";['drama', 'family', 'music', 'comedy'];['KR'];"1.0";"6.7";"108.0";"5.068";"8.5"
"2866";"tm444043";"Hometown Holiday";"MOVIE";"2018";"84";['drama', 'romance', 'comedy'];['CA'];"";"5.0";"994.0";"2.681";"5.6"
"2867";"tm374656";"Zion";"MOVIE";"2018";"10";['documentation', 'drama'];['US'];"";"nan";"nan";"6.258";"6.5"
"2868";"ts82550";"The Single Wives";"SHOW";"2018";"50";['reality'];[];"1.0";"6.5";"73.0";"0.6";""
"2869";"tm317274";"Can't Help Falling in Love";"MOVIE";"2017";"119";['romance', 'comedy', 'drama'];['PH'];"";"7.2";"889.0";"4.321";"7.6"
"2870";"ts80445";"The Honeymoon Stand Up Special";"SHOW";"2018";"31";['comedy'];[];"1.0";"6.8";"515.0";"2.923";"6.0"
"2871";"tm366025";"Blanche Gardin: I Talk to Myself";"MOVIE";"2017";"88";['comedy', 'european'];['FR'];"";"7.9";"133.0";"4.741";"7.8"
"2872";"tm321149";"Fishtronaut: The Movie";"MOVIE";"2018";"88";['animation', 'family'];['BR'];"";"7.5";"72.0";"5.268";"7.7"
"2873";"tm299771";"Gad Gone Wild";"MOVIE";"2017";"57";['comedy', 'european'];['FR'];"";"6.9";"396.0";"5.986";"6.7"
"2874";"tm369433";"Awe!";"MOVIE";"2018";"115";['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi'];['IN'];"";"7.8";"4967.0";"2.596";"7.0"
"2875";"tm313424";"Pad Man";"MOVIE";"2018";"140";['comedy', 'drama'];['IN'];"";"7.9";"25269.0";"9.062";"7.4"
"2876";"tm352705";"Jack Whitehall: At Large";"MOVIE";"2017";"67";['comedy'];['GB'];"";"6.9";"2094.0";"5.01";"7.1"
"2877";"tm328052";"Sparring";"MOVIE";"2017";"95";['drama', 'sport', 'european'];['FR'];"";"6.4";"614.0";"5.892";"5.8"
"2878";"ts75320";"A Boy Named Flora A";"SHOW";"2017";"89";['drama', 'comedy'];['TW'];"2.0";"7.9";"314.0";"1.684";"6.6"
"2879";"tm351171";"My Travel Buddy";"MOVIE";"2017";"115";['comedy'];['TR'];"";"6.1";"6656.0";"4.757";"5.8"
"2880";"tm326270";"Tiffany Haddish: She Ready! From the Hood to Hollywood!";"MOVIE";"2017";"65";['comedy', 'documentation'];['US'];"";"6.6";"526.0";"3.661";"7.4"
"2881";"tm851055";"God Calling";"MOVIE";"2018";"120";['drama'];[];"";"nan";"nan";"1.236";"9.0"
"2882";"tm429567";"Party Monster: Scratching the Surface";"MOVIE";"2018";"33";['comedy'];['US'];"";"nan";"nan";"1.35";"6.9"
"2883";"tm336227";"Catching Feelings";"MOVIE";"2017";"115";['romance', 'comedy', 'drama'];['ZA'];"";"5.8";"552.0";"1.972";"4.4"
"2884";"ts57913";"Strongest Deliveryman";"SHOW";"2017";"55";['drama', 'romance'];['KR'];"1.0";"7.4";"626.0";"6.359";"6.8"
"2885";"tm285712";"Jen Kirkman: Just Keep Livin'?";"MOVIE";"2017";"69";['comedy'];['US'];"";"6.7";"1281.0";"3.985";"6.6"
"2886";"tm415245";"Crossroads: One Two Jaga";"MOVIE";"2018";"80";['drama', 'crime'];['MY'];"";"6.6";"634.0";"4.038";"6.3"
"2887";"tm322200";"Superlopez";"MOVIE";"2018";"108";['comedy', 'scifi', 'action', 'european'];['ES'];"";"5.4";"3574.0";"10.67";"5.3"
"2888";"tm407349";"The Birth Reborn 2";"MOVIE";"2018";"91";['documentation'];['BR'];"";"6.6";"5.0";"0.738";"5.8"
"2889";"tm430090";"The Last Runaway";"MOVIE";"2018";"107";['crime', 'action', 'drama'];['PY'];"";"5.9";"719.0";"22.156";"6.9"
"2890";"tm360945";"Soorma";"MOVIE";"2018";"131";['drama', 'sport'];['IN'];"";"7.4";"5103.0";"2.69";"7.5"
"2891";"tm299790";"Cristela Alonzo: Lower Classy";"MOVIE";"2017";"66";['comedy'];['US'];"";"6.4";"845.0";"4.083";"6.2"
"2892";"ts82887";"The Could've-Gone-All-the-Way Committee";"SHOW";"2018";"24";['comedy', 'drama'];['JP'];"1.0";"6.8";"102.0";"5.757";"7.3"
"2893";"tm361505";"48 Christmas Wishes";"MOVIE";"2017";"84";['family', 'fantasy', 'comedy'];['CA'];"";"3.9";"1103.0";"9.516";"5.5"
"2894";"tm345767";"The Maus";"MOVIE";"2017";"90";['horror', 'fantasy', 'drama', 'european'];['ES'];"";"4.7";"6331.0";"5.857";"5.3"
"2895";"tm294696";"Bygones Be Bygones";"MOVIE";"2017";"103";['comedy'];['TR'];"";"6.2";"3973.0";"3.541";"5.4"
"2896";"tm363088";"Russell Howard: Recalibrate";"MOVIE";"2017";"69";['comedy'];['GB'];"";"7.4";"1587.0";"2.765";"7.9"
"2897";"tm319512";"The Girl From the Song";"MOVIE";"2017";"102";['drama', 'music', 'romance', 'european'];['ES'];"";"5.6";"1750.0";"7.602";"6.1"
"2898";"tm432313";"Manu";"MOVIE";"2018";"182";['thriller', 'romance'];['IN'];"";"8.0";"1073.0";"1.847";"7.0"
"2899";"tm413129";"Goyo: The Boy General";"MOVIE";"2018";"155";['history', 'action', 'war'];['PH'];"";"6.7";"799.0";"5.421";"6.9"
"2900";"tm316744";"Lucas Brothers: On Drugs";"MOVIE";"2017";"49";['comedy'];['US'];"";"5.5";"830.0";"2.609";"5.1"
"2901";"tm412515";"Coffee for All";"MOVIE";"2017";"69";['documentation', 'european'];['IT', 'AR'];"";"5.6";"385.0";"2.029";"5.8"
"2902";"tm443283";"Loudon Wainwright III: Surviving Twin";"MOVIE";"2018";"91";['music', 'documentation'];['US'];"";"7.1";"94.0";"1.272";"8.0"
"2903";"tm420311";"Ana e Vitória";"MOVIE";"2018";"115";['romance', 'comedy', 'music'];['BR'];"";"6.4";"604.0";"5.923";"7.2"
"2904";"tm449860";"King of Boys";"MOVIE";"2018";"169";['drama', 'crime'];['NG'];"";"6.1";"404.0";"3.082";"6.4"
"2905";"ts77011";"The Many Faces of Ito";"SHOW";"2017";"30";['drama', 'comedy', 'romance'];['JP'];"1.0";"6.7";"244.0";"5.712";"7.5"
"2906";"tm314677";"Silence Is Welcome";"MOVIE";"2017";"94";['drama'];['MX'];"";"4.6";"101.0";"1.815";"5.0"
"2907";"tm434179";"Two Catalonias";"MOVIE";"2018";"116";['documentation', 'history', 'european'];['ES'];"";"6.4";"677.0";"2.607";"6.8"
"2908";"tm415938";"No One Will Ever Know";"MOVIE";"2018";"102";['drama'];['MX'];"";"6.2";"135.0";"1.247";"5.7"
"2909";"tm351688";"Def Comedy Jam 25";"MOVIE";"2017";"81";['comedy', 'documentation'];['US'];"";"6.6";"1096.0";"3.101";"6.1"
"2910";"tm444257";"Genius";"MOVIE";"2018";"98";[];['IN'];"";"nan";"nan";"2.014";"6.5"
"2911";"tm444907";"Lovefucked";"MOVIE";"2018";"105";['drama'];['IN'];"";"nan";"nan";"1.735";"5.3"
"2912";"tm275004";"Bon Cop Bad Cop 2";"MOVIE";"2017";"126";['crime', 'action', 'comedy'];['CA'];"";"6.6";"4126.0";"6.827";"6.4"
