"";"id";"title";"type";"release_year";"runtime";"genres";"production_countries";"seasons";"imdb_score";"imdb_votes";"tmdb_popularity";"tmdb_score"
"1666";"tm270982";"Layla M.";"MOVIE";"2016";"98";['drama', 'european'];['NL'];"";"6.7";"1692.0";"4.299";"6.4"
"1667";"ts51367";"Trailer Park Boys: Out of the Park: Europe";"SHOW";"2016";"30";['action', 'crime', 'drama', 'comedy'];['CA'];"2.0";"7.0";"2285.0";"7.035";"6.2"
"1668";"tm274053";"Asperger's Are Us";"MOVIE";"2016";"83";['documentation', 'comedy', 'drama'];['US'];"";"6.6";"737.0";"4.968";"5.9"
"1669";"tm137557";"Honeytrap";"MOVIE";"2015";"93";['drama', 'crime', 'romance'];['GB'];"";"5.9";"758.0";"2.663";"4.8"
"1670";"tm315345";"City of Joy";"MOVIE";"2016";"74";['documentation', 'crime', 'drama', 'thriller', 'war'];['CD'];"";"7.5";"525.0";"2.208";"7.5"
"1671";"tm207668";"ABCD 2";"MOVIE";"2015";"154";['music', 'drama'];['IN'];"";"5.4";"6258.0";"5.018";"5.6"
"1672";"tm193378";"Iliza Shlesinger: Freezing Hot";"MOVIE";"2015";"71";['comedy', 'documentation'];['US'];"";"6.8";"2572.0";"4.925";"6.6"
"1673";"ts21876";"My Sunshine";"SHOW";"2015";"45";['drama', 'romance'];['CN'];"1.0";"6.6";"185.0";"9.643";"6.5"
"1674";"tm275726";"Carlos Ballarta: el amor es de putos";"MOVIE";"2016";"67";['comedy'];['MX'];"";"7.0";"232.0";"3.98";"6.7"
"1675";"tm307997";"Offline: Are You Ready for the Next Level?";"MOVIE";"2016";"91";['action', 'comedy', 'european'];['DE'];"";"5.0";"775.0";"20.082";"5.4"
"1676";"ts55556";"A Touch of Green";"SHOW";"2015";"46";['family', 'drama', 'war'];['TW'];"1.0";"8.4";"314.0";"7.483";"9.0"
"1677";"tm149212";"Olmo and the Seagull";"MOVIE";"2015";"90";['drama', 'european', 'romance', 'family', 'documentation'];['FR', 'PT', 'SE', 'DK', 'BR'];"";"7.2";"674.0";"2.566";"7.1"
"1678";"tm239933";"7:19";"MOVIE";"2016";"94";['thriller', 'drama', 'history'];['MX'];"";"5.9";"644.0";"9.125";"6.4"
"1679";"tm327551";"Born in Syria";"MOVIE";"2016";"86";['documentation', 'european'];['ES', 'DK'];"";"7.7";"279.0";"2.526";"7.1"
"1680";"tm233366";"Te3n";"MOVIE";"2016";"136";['thriller', 'drama'];['IN'];"";"7.3";"12816.0";"8.131";"6.9"
"1681";"ts75897";"Kulipari: An Army of Frogs";"SHOW";"2016";"24";['action', 'animation', 'fantasy'];['US'];"2.0";"6.9";"254.0";"6.244";"7.4"
"1682";"tm263743";"The Doll";"MOVIE";"2016";"106";['thriller', 'horror'];['ID'];"";"5.2";"738.0";"5.963";"5.3"
"1683";"tm494288";"Brother Jekwu";"MOVIE";"2016";"103";['comedy', 'crime'];['NG'];"";"nan";"nan";"0.707";""
"1684";"tm247631";"Clair Obscur";"MOVIE";"2016";"100";['drama', 'european'];['TR'];"";"6.5";"2374.0";"3.914";"6.3"
"1685";"tm271974";"Pettson and Findus: The Best Christmas Ever";"MOVIE";"2016";"82";['family', 'animation', 'comedy', 'fantasy', 'european'];['DE'];"";"5.5";"353.0";"5.852";"5.4"
"1686";"tm246485";"U Turn";"MOVIE";"2016";"120";['horror', 'thriller', 'crime', 'drama'];['IN'];"";"7.5";"3310.0";"3.343";"6.7"
"1687";"ts42432";"28 Faces of the Moon";"SHOW";"2016";"18";['drama'];['KR'];"1.0";"6.4";"25.0";"3.956";"6.0"
"1688";"tm267017";"I Love You";"MOVIE";"2016";"98";['drama', 'comedy', 'romance', 'european'];['SE'];"";"4.7";"983.0";"3.857";"4.5"
"1689";"tm244842";"Ordinary People";"MOVIE";"2016";"107";['drama'];['PH'];"";"7.3";"498.0";"3.296";"6.3"
"1690";"tm247444";"Poshter Girl";"MOVIE";"2016";"140";['comedy'];['IN'];"";"6.6";"328.0";"2.098";"8.0"
"1691";"ts91990";"The Creative Indians";"SHOW";"2016";"28";['documentation'];['US'];"4.0";"8.3";"45.0";"0.621";""
"1692";"tm227044";"Shaandaar";"MOVIE";"2015";"144";['romance', 'drama', 'comedy'];['IN'];"";"3.6";"5612.0";"5.132";"4.9"
"1693";"ts81898";"Kazoops!";"SHOW";"2016";"11";['family', 'fantasy', 'animation', 'comedy'];['AU', 'GB'];"3.0";"7.5";"122.0";"1.284";"8.0"
"1694";"ts38813";"Bottersnikes & Gumbles";"SHOW";"2016";"13";['action', 'animation', 'comedy', 'family'];['AU', 'US', 'GB'];"4.0";"5.1";"47.0";"3.816";"7.3"
"1695";"tm138584";"Hawaizaada";"MOVIE";"2015";"157";['fantasy', 'drama'];['IN'];"";"5.6";"1910.0";"1.792";"6.0"
"1696";"ts42371";"Fangbone!";"SHOW";"2016";"22";['animation', 'comedy', 'family', 'fantasy', 'action'];['CA'];"1.0";"6.2";"312.0";"1.481";"5.6"
"1697";"tm224255";"Very Big Shot";"MOVIE";"2015";"107";['thriller', 'action', 'crime', 'drama'];['LB', 'QA'];"";"7.1";"1395.0";"1.168";"6.7"
"1698";"tm267419";"Joe Rogan: Triggered";"MOVIE";"2016";"63";['comedy', 'documentation'];['US'];"";"7.4";"4447.0";"4.341";"6.7"
"1699";"tm155382";"X: Past Is Present";"MOVIE";"2015";"105";['drama', 'thriller', 'romance'];['IN'];"";"5.1";"699.0";"1.487";"5.7"
"1700";"tm239764";"David Cross: Making America Great Again";"MOVIE";"2016";"74";['comedy'];['US'];"";"6.4";"1647.0";"4.239";"6.7"
"1701";"tm240733";"100 Meters";"MOVIE";"2016";"108";['drama', 'comedy', 'european'];['ES'];"";"7.5";"6167.0";"9.529";"7.5"
"1702";"tm266622";"Iliza Shlesinger: Confirmed Kills";"MOVIE";"2016";"77";['comedy'];['US'];"";"6.6";"2865.0";"4.549";"6.4"
"1703";"tm244758";"Breaking the Bank";"MOVIE";"2016";"106";['comedy'];['GB'];"";"4.8";"928.0";"3.571";"4.5"
"1704";"tm232931";"Hannibal Buress: Comedy Camisado";"MOVIE";"2016";"67";['comedy'];['US'];"";"6.6";"1517.0";"4.269";"6.4"
"1705";"ts83454";"Have You Ever Fallen in Love, Miss Jiang?";"SHOW";"2016";"89";['drama'];['TW'];"1.0";"nan";"nan";"2.273";""
"1706";"tm217986";"Bangistan";"MOVIE";"2015";"135";['comedy', 'drama'];['IN'];"";"4.5";"1273.0";"2.835";"6.4"
"1707";"tm451222";"Lang Tong";"MOVIE";"2015";"83";['thriller'];['SG'];"";"4.8";"307.0";"3.034";"4.0"
"1708";"tm233648";"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin";"MOVIE";"2015";"74";['comedy'];['XX'];"";"6.5";"1036.0";"4.159";"5.6"
"1709";"tm247767";"Kiss of Life";"MOVIE";"2015";"102";['comedy', 'romance', 'drama'];['TR'];"";"5.9";"1248.0";"3.297";"4.3"
"1710";"ts53346";"Chasing Cameron";"SHOW";"2016";"28";['reality'];['US'];"1.0";"3.8";"501.0";"1.968";"5.8"
"1711";"tm375681";"S Storm";"MOVIE";"2016";"90";['action', 'thriller', 'crime', 'drama'];['CN', 'HK'];"";"5.2";"697.0";"3.625";"5.7"
"1712";"tm452046";"Hans Teeuwen: Echte Rancune";"MOVIE";"2016";"103";['comedy'];['NL'];"";"nan";"nan";"1.4";"6.3"
"1713";"tm238486";"Theo Von: No Offense";"MOVIE";"2016";"65";['comedy', 'documentation'];['US'];"";"5.6";"864.0";"2.977";"6.4"
"1714";"ts224440";"If I were an Animal";"SHOW";"2016";"10";['documentation'];['FR'];"1.0";"nan";"nan";"0.722";""
"1715";"tm232267";"Mike Epps: Don't Take It Personal";"MOVIE";"2015";"60";['comedy'];['US'];"";"4.4";"274.0";"3.226";"4.6"
"1716";"tm203056";"Husband Factor";"MOVIE";"2015";"108";['comedy', 'fantasy', 'romance', 'drama'];['TR'];"";"6.2";"5031.0";"4.02";"5.7"
"1717";"tm272484";"Michael Che Matters";"MOVIE";"2016";"60";['comedy'];['US'];"";"7.2";"2586.0";"4.977";"6.8"
"1718";"ts81027";"Spark";"SHOW";"2016";"13";['drama'];['KR'];"5.0";"7.0";"57.0";"1.214";""
"1719";"ts86089";"Under the Black Moonlight";"SHOW";"2016";"10";['drama', 'thriller', 'horror'];['KR'];"1.0";"5.0";"56.0";"2.682";"4.0"
"1720";"tm198496";"Aziz Ansari: Live at Madison Square Garden";"MOVIE";"2015";"58";['comedy'];['US'];"";"6.6";"3247.0";"6.299";"6.7"
"1721";"ts41151";"Hibana: Spark";"SHOW";"2016";"53";['drama'];['JP'];"1.0";"7.9";"798.0";"5.713";"7.8"
"1722";"tm201855";"Katti Batti";"MOVIE";"2015";"138";['romance', 'comedy', 'drama'];['IN'];"";"4.7";"3137.0";"2.601";"5.6"
"1723";"tm215265";"Ave Maria";"MOVIE";"2015";"15";['comedy'];['FR', 'DE', 'PS'];"";"nan";"nan";"3.006";"5.9"
"1724";"tm240728";"Patton Oswalt: Talking for Clapping";"MOVIE";"2016";"65";['comedy', 'documentation'];['US'];"";"6.8";"1971.0";"3.899";"6.5"
"1725";"tm233463";"Husband Factor: Resurrection";"MOVIE";"2016";"108";['comedy', 'family', 'romance', 'drama', 'fantasy'];['TR'];"";"5.4";"297.0";"3.726";"6.1"
"1726";"tm290157";"XV Beyond the Tryline";"MOVIE";"2016";"91";['documentation', 'sport'];['GB'];"";"6.8";"75.0";"1.4";"7.5"
"1727";"ts83450";"Close Your Eyes Before It's Dark";"SHOW";"2016";"84";['drama', 'crime'];['TW'];"1.0";"7.0";"218.0";"2.87";"7.0"
"1728";"ts53017";"Best Lover";"SHOW";"2016";"45";['drama', 'romance'];['CN'];"1.0";"6.8";"74.0";"3.951";"9.7"
"1729";"ts54117";"Luna Petunia";"SHOW";"2016";"24";['animation', 'family', 'fantasy'];['CA'];"3.0";"6.2";"58.0";"2.504";"8.0"
"1730";"tm271839";"Dana Carvey: Straight White Male, 60";"MOVIE";"2016";"64";['comedy'];['US'];"";"6.4";"1483.0";"5.384";"6.3"
"1731";"tm232710";"A Second Chance";"MOVIE";"2015";"130";['romance', 'drama', 'family', 'sport', 'documentation'];['PH'];"";"8.6";"47.0";"3.425";"7.1"
"1732";"tm234703";"Soul Thieves";"MOVIE";"2015";"88";['horror'];['MX'];"";"5.0";"275.0";"5.002";"5.6"
"1733";"tm134052";"Umrika";"MOVIE";"2015";"98";['drama', 'comedy'];['IN'];"";"6.6";"1463.0";"4.514";"5.8"
"1734";"tm234069";"Wedding Association 2: Circumcision";"MOVIE";"2015";"107";['comedy'];['TR'];"";"6.4";"10261.0";"5.328";"6.3"
"1735";"ts53543";"The Miracle";"SHOW";"2016";"18";['drama', 'comedy', 'fantasy', 'music'];['KR'];"1.0";"6.3";"210.0";"10.889";"8.0"
"1736";"ts82475";"The Dream Job";"SHOW";"2016";"44";['drama', 'family'];['SG'];"1.0";"6.1";"14.0";"0.967";""
"1737";"tm278279";"One in a Billion";"MOVIE";"2016";"69";['documentation'];['US'];"";"6.7";"543.0";"1.67";"7.0"
"1738";"tm212968";"Frank and Cindy";"MOVIE";"2015";"102";['comedy', 'drama'];['US'];"";"6.1";"855.0";"3.109";"5.4"
"1739";"ts41485";"Vanished 46";"SHOW";"2016";"61";['scifi', 'action', 'crime', 'drama', 'thriller'];['TR'];"1.0";"8.4";"4269.0";"3.44";"7.8"
"1740";"tm211571";"Niyazi Gül Dörtnala";"MOVIE";"2015";"106";['comedy', 'drama', 'action'];['TR'];"";"4.5";"3170.0";"3.158";"4.2"
"1741";"tm230478";"Brent Morin: I'm Brent Morin";"MOVIE";"2015";"67";['comedy'];['US'];"";"6.5";"688.0";"2.743";"7.3"
"1742";"tm244923";"My Mother's Wound";"MOVIE";"2016";"120";['drama', 'war'];['TR'];"";"7.3";"3620.0";"3.947";"6.9"
"1743";"tm350374";"Saawan";"MOVIE";"2016";"90";['drama', 'thriller'];['PK'];"";"7.4";"239.0";"2.717";"7.4"
"1744";"tm233570";"Beauty and the Bestie";"MOVIE";"2015";"119";['comedy', 'drama', 'action'];['PH'];"";"4.8";"294.0";"3.422";"4.8"
"1745";"tm554110";"The CEO";"MOVIE";"2016";"105";['drama', 'thriller'];['NG'];"";"5.7";"121.0";"1.482";""
"1746";"tm533845";"Sam Kinison: The Scream Continues";"MOVIE";"2016";"29";['documentation'];['US'];"";"6.1";"39.0";"1.225";"7.0"
"1747";"ts84542";"Magic Cellphone";"SHOW";"2016";"13";['drama', 'comedy'];['KR'];"1.0";"4.1";"21.0";"2.159";"10.0"
"1748";"tm242906";"Sila Samayangalil";"MOVIE";"2016";"101";['drama'];['IN'];"";"5.5";"30.0";"2.48";"7.8"
"1749";"ts253685";"Secret of Success";"SHOW";"2015";"41";['drama'];['MY'];"1.0";"nan";"nan";"0.6";""
"1750";"ts36634";"Diamond Lover";"SHOW";"2015";"45";['comedy', 'drama'];['CN'];"1.0";"6.4";"138.0";"16.282";"7.5"
"1751";"tm236705";"Ricardo O'Farrill: Abrazo Genial";"MOVIE";"2016";"92";['comedy'];['MX'];"";"5.5";"113.0";"1.113";"5.2"
"1752";"tm232947";"Brahman Naman";"MOVIE";"2016";"94";['comedy'];['GB', 'IN'];"";"5.5";"1884.0";"3.764";"5.6"
"1753";"tm233121";"Dedemin Fişi";"MOVIE";"2016";"100";['comedy', 'family'];['TR'];"";"5.5";"3524.0";"2.177";"5.9"
"1754";"tm245791";"My Stupid Boss";"MOVIE";"2016";"106";['comedy', 'drama'];['ID'];"";"7.2";"1511.0";"2.154";"6.8"
"1755";"tm244577";"Love O2O";"MOVIE";"2016";"105";['romance', 'drama'];['CN'];"";"6.4";"998.0";"6.117";"6.9"
"1756";"tm409220";"Ojukokoro (Greed)";"MOVIE";"2016";"110";['comedy', 'thriller', 'crime'];['NG'];"";"6.7";"62.0";"1.061";"6.0"
"1757";"tm549892";"Aerials";"MOVIE";"2016";"90";['drama', 'scifi', 'thriller'];['AE'];"";"1.5";"382.0";"1.217";""
"1758";"ts285233";"Unchained fate";"SHOW";"2016";"40";['scifi'];['MY'];"1.0";"nan";"nan";"1.008";""
"1759";"tm239635";"Jimmy Carr: Funny Business";"MOVIE";"2016";"62";[];['GB'];"";"nan";"nan";"6.56";"6.9"
"1760";"tm319354";"Santa Pac's Merry Berry Day";"MOVIE";"2016";"44";['action', 'animation', 'comedy'];['JP', 'US', 'CA'];"";"nan";"nan";"1.328";"5.5"
"1761";"ts87884";"Sons of the Caliphate";"SHOW";"2015";"39";['drama'];['NG'];"1.0";"7.4";"32.0";"0.73";""
"1762";"tm257141";"Cedric the Entertainer: Live from the Ville";"MOVIE";"2016";"60";['comedy'];['US'];"";"6.0";"681.0";"1.851";"5.6"
"1763";"tm244635";"The Blind Christ";"MOVIE";"2016";"95";['drama'];['CL', 'FR'];"";"5.8";"273.0";"5.917";"4.9"
"1764";"tm456667";"Black";"MOVIE";"2015";"90";['action'];[];"";"4.4";"74.0";"0.6";""
"1765";"tm198842";"Souk Bazaar";"MOVIE";"2015";"97";['comedy'];['TR'];"";"5.2";"1891.0";"2.834";"5.1"
"1766";"tm211424";"Dharam Sankat Mein";"MOVIE";"2015";"129";['comedy', 'drama'];['IN'];"";"6.3";"2237.0";"2.129";"6.8"
"1767";"tm421214";"Saudi Arabia Uncovered";"MOVIE";"2016";"51";['documentation'];['SA'];"";"nan";"nan";"1.102";"6.5"
"1768";"tm286268";"#Rucker50";"MOVIE";"2016";"56";['documentation'];['US'];"";"5.2";"117.0";"2.578";"3.7"
"1769";"tm313374";"The Tour";"MOVIE";"2016";"93";['comedy', 'european'];['CZ'];"";"nan";"nan";"0.6";"7.0"
"1770";"tm244380";"Barcelona: A Love Untold";"MOVIE";"2016";"132";['drama', 'romance'];['PH'];"";"6.9";"749.0";"2.518";"6.1"
"1771";"tm540757";"Project Marathwada";"MOVIE";"2016";"110";['drama'];['IN'];"";"6.6";"88.0";"1.384";""
"1772";"tm267112";"Gang of the Caribbean";"MOVIE";"2016";"90";['thriller', 'european'];['FR'];"";"5.1";"294.0";"1.943";"4.8"
"1773";"tm245042";"Budhia Singh: Born to Run";"MOVIE";"2016";"112";['drama', 'sport'];['IN'];"";"7.6";"1479.0";"1.584";"6.1"
"1774";"tm198786";"Crazy Beautiful You";"MOVIE";"2015";"115";['romance', 'drama', 'comedy'];['PH'];"";"7.2";"828.0";"3.591";"6.9"
"1775";"tm226320";"Kara Bela";"MOVIE";"2015";"100";['comedy', 'action', 'drama'];['TR'];"";"6.8";"8920.0";"5.414";"6.7"
"1776";"tm424879";"Road To High & Low";"MOVIE";"2016";"95";['action', 'drama'];['JP'];"";"6.7";"177.0";"4.283";"6.0"
"1777";"ts36741";"Fartsa";"SHOW";"2015";"60";['crime', 'drama'];['RU'];"1.0";"6.7";"195.0";"2.355";"7.3"
"1778";"tm214589";"The Breakup Playlist";"MOVIE";"2015";"117";['drama', 'music', 'romance'];['PH'];"";"6.5";"303.0";"0.862";"6.8"
"1779";"ts35963";"Singles Villa";"SHOW";"2015";"45";['drama', 'romance'];['CN'];"1.0";"7.7";"28.0";"0.992";"7.5"
"1780";"tm279828";"Vince & Kath & James";"MOVIE";"2016";"116";['romance'];['PH'];"";"6.9";"371.0";"2.128";"6.4"
"1781";"tm571645";"Sommore: The Reign Continues";"MOVIE";"2015";"93";['comedy'];['US'];"";"6.9";"76.0";"1.839";"7.0"
"1782";"tm247159";"The Last Egg";"MOVIE";"2016";"95";['romance', 'drama', 'comedy'];['VN'];"";"4.8";"98.0";"1.552";"6.0"
"1783";"tm295349";"Ricardo O'Farrill: abrazo navideño";"MOVIE";"2016";"31";['comedy'];['MX'];"";"5.7";"67.0";"1.034";"5.7"
"1784";"tm205333";"You're My Boss";"MOVIE";"2015";"116";['comedy', 'romance'];['PH'];"";"6.3";"272.0";"1.888";"8.1"
"1785";"tm231911";"Everyday I Love You";"MOVIE";"2015";"122";['romance', 'drama'];['PH'];"";"7.1";"491.0";"2.321";"7.9"
"1786";"tm139590";"Triumph in the Skies";"MOVIE";"2015";"100";['comedy', 'drama'];['HK'];"";"4.3";"368.0";"2.088";"4.2"
"1787";"tm283909";"The Super Parental Guardians";"MOVIE";"2016";"115";['comedy'];['PH'];"";"4.5";"204.0";"1.957";"6.7"
"1788";"tm407961";"Gbomo Gbomo Express";"MOVIE";"2015";"97";['drama', 'crime'];['NG'];"";"5.0";"50.0";"2.123";"5.0"
"1789";"tm207734";"Chris D'Elia: Incorrigible";"MOVIE";"2015";"83";['comedy', 'documentation'];['US'];"";"6.4";"1535.0";"4.419";"6.2"
"1790";"tm247396";"Virunga: Gorillas in Peril";"MOVIE";"2015";"28";['documentation'];['US'];"";"6.6";"32.0";"1.258";"7.0"
"1791";"tm811691";"Thomas & Friends: Full Steam To The Rescue!";"MOVIE";"2016";"93";['family'];['GB'];"";"nan";"nan";"1.278";"10.0"
"1792";"tm242745";"Cristina";"MOVIE";"2016";"39";['drama', 'documentation'];['US'];"";"nan";"nan";"2.358";"8.2"
"1793";"tm225416";"Janoskians: Untold and Untrue";"MOVIE";"2015";"88";['comedy'];['US'];"";"3.7";"160.0";"2.38";"5.1"
"1794";"tm282988";"Dieter Nuhr: Nuhr in Berlin";"MOVIE";"2016";"68";['comedy', 'european'];['DE'];"";"4.8";"67.0";"1.074";"6.2"
"1795";"tm246810";"Santa Banta Pvt Ltd";"MOVIE";"2016";"112";['comedy', 'crime', 'drama'];['IN'];"";"2.7";"282.0";"1.729";"3.8"
"1796";"ts249161";"Tariqi: My Way";"SHOW";"2015";"42";['drama', 'music'];['EG'];"1.0";"7.2";"143.0";"";""
"1797";"tm252609";"'76";"MOVIE";"2016";"118";['romance', 'drama'];['NG'];"";"5.6";"220.0";"1.73";"7.2"
"1798";"ts248736";"The Governor";"SHOW";"2016";"45";['drama'];['NG'];"1.0";"7.4";"100.0";"";""
"1799";"tm528287";"Chhota Bheem in African Safari";"MOVIE";"2015";"62";['animation'];[];"";"6.5";"12.0";"";""
"1800";"tm562821";"Grandmother's Farm Part 2";"MOVIE";"2015";"80";['comedy', 'horror', 'thriller'];['AE'];"";"5.3";"59.0";"";""
"1801";"tm244041";"Jandino: Whatever it Takes";"MOVIE";"2016";"94";['comedy'];['GB', 'NL'];"";"4.5";"30.0";"0.933";"5.0"
"1802";"tm272666";"The Unmarried Wife";"MOVIE";"2016";"130";['romance', 'drama'];['PH'];"";"5.8";"188.0";"1.075";"6.5"
"1803";"tm219739";"The Love Affair";"MOVIE";"2015";"125";['romance', 'drama'];['PH'];"";"6.2";"256.0";"1.68";"5.7"
"1804";"tm860487";"Pac’s Scary Halloween";"MOVIE";"2016";"44";['fantasy', 'horror'];['US'];"";"nan";"nan";"1.078";"7.4"
"1805";"tm1063792";"";"MOVIE";"2015";"11";[];[];"";"nan";"nan";"";""
"1806";"ts53513";"Back to 1989";"SHOW";"2016";"44";['scifi', 'drama'];['TW'];"1.0";"8.0";"106.0";"4.257";"8.8"
"1807";"tm232090";"Snervous Tyler Oakley";"MOVIE";"2015";"82";['documentation'];['US'];"";"5.4";"473.0";"2.688";"5.7"
"1808";"tm317850";"Meet The in-Laws";"MOVIE";"2016";"75";['comedy'];['NG'];"";"6.0";"23.0";"1.4";"5.0"
"1809";"tm235005";"Oloibiri";"MOVIE";"2015";"106";['thriller', 'drama', 'action'];['CA', 'NG'];"";"5.1";"183.0";"2.128";""
"1810";"tm296203";"A Chaster Marriage";"MOVIE";"2016";"93";['romance', 'family', 'comedy'];['TR'];"";"5.4";"874.0";"1.645";"5.1"
"1811";"ts83535";"Popples";"SHOW";"2015";"25";['animation'];['FR', 'RU', 'US'];"3.0";"6.0";"57.0";"8.408";"8.0"
"1812";"tm350727";"Hajwala: The Missing Engine";"MOVIE";"2016";"96";['drama', 'thriller', 'action', 'crime', 'sport'];['AE'];"";"2.1";"250.0";"1.618";"6.2"
"1813";"tm245050";"The Arbitration";"MOVIE";"2016";"100";['drama', 'comedy'];['NG'];"";"5.1";"121.0";"1.974";"6.5"
"1814";"tm212909";"Just the Way You Are";"MOVIE";"2015";"107";['drama', 'comedy', 'romance'];['PH'];"";"6.3";"502.0";"2.99";"7.5"
"1815";"ts38703";"My Little Baby";"SHOW";"2016";"37";['comedy', 'drama'];['KR'];"1.0";"6.9";"103.0";"6.772";"5.4"
"1816";"ts83449";"Love Storm";"SHOW";"2016";"87";['family'];['TW'];"1.0";"5.5";"325.0";"4.504";"9.0"
"1817";"ts56544";"Bibik Bibikku";"SHOW";"2016";"40";['drama', 'comedy'];['MY'];"1.0";"nan";"nan";"3.438";""
"1818";"tm271333";"The Third Party";"MOVIE";"2016";"118";['comedy', 'romance'];['PH'];"";"6.1";"267.0";"2.677";"5.6"
"1819";"tm421382";"Lakeeran";"MOVIE";"2016";"113";['drama'];['IN'];"";"6.2";"33.0";"0.653";""
"1820";"tm368725";"Love Is a Story";"MOVIE";"2015";"107";['comedy', 'european', 'romance'];['RO'];"";"6.0";"365.0";"1.4";"7.0"
"1821";"tm350044";"A Man Returned";"MOVIE";"2016";"30";['documentation'];[];"";"nan";"nan";"1.48";"6.5"
"1822";"tm234735";"Time Out";"MOVIE";"2015";"98";['drama', 'animation', 'family', 'music'];['IN'];"";"6.0";"399.0";"1.229";"7.3"
"1823";"tm239078";"Jada";"MOVIE";"2016";"16";['drama', 'sport'];['US'];"";"5.3";"157.0";"0.6";"4.0"
"1824";"ts53864";"Ozark";"SHOW";"2017";"60";['crime', 'thriller', 'drama'];['US'];"4.0";"8.5";"278223.0";"290.316";"8.2"
"1825";"ts77795";"Derry Girls";"SHOW";"2018";"25";['comedy'];['GB'];"3.0";"8.4";"28718.0";"27.308";"8.2"
"1826";"ts56683";"The Sinner";"SHOW";"2017";"45";['crime', 'thriller', 'drama'];['US'];"4.0";"7.9";"117055.0";"65.193";"7.5"
"1827";"tm239091";"Blade Runner 2049";"MOVIE";"2017";"164";['scifi', 'thriller', 'action', 'drama'];['CA', 'HU', 'MX', 'ES', 'GB', 'US'];"";"8.0";"539864.0";"61.861";"7.5"
"1828";"ts55668";"Dark";"SHOW";"2017";"56";['scifi', 'crime', 'drama', 'thriller'];['DE'];"3.0";"8.7";"354443.0";"152.46";"8.4"
"1829";"tm310953";"Sorry to Bother You";"MOVIE";"2018";"111";['fantasy', 'scifi', 'drama', 'comedy'];['US'];"";"6.9";"75653.0";"14.691";"6.8"
"1830";"tm232797";"Dunkirk";"MOVIE";"2017";"107";['drama', 'history', 'thriller', 'war', 'action', 'european'];['US', 'FR', 'NL', 'GB'];"";"7.8";"619645.0";"33.05";"7.5"
"1831";"tm244259";"Wind River";"MOVIE";"2017";"106";['thriller', 'crime', 'drama', 'western'];['FR', 'GB', 'US'];"";"7.7";"240408.0";"32.096";"7.4"
"1832";"tm315344";"Molly's Game";"MOVIE";"2017";"140";['drama', 'crime', 'sport'];['CA', 'US', 'CN'];"";"7.4";"165817.0";"21.304";"7.1"
"1833";"ts53023";"Riverdale";"SHOW";"2017";"42";['thriller', 'drama', 'romance', 'crime'];['US'];"6.0";"6.7";"139154.0";"369.341";"8.5"
"1834";"ts81064";"Legacies";"SHOW";"2018";"42";['scifi', 'drama', 'fantasy', 'horror'];['US'];"4.0";"7.3";"28877.0";"270.461";"8.5"
"1835";"ts42405";"Mindhunter";"SHOW";"2017";"53";['crime', 'drama', 'thriller'];['US'];"2.0";"8.6";"261429.0";"45.108";"8.0"
"1836";"tm318206";"Den of Thieves";"MOVIE";"2018";"140";['thriller', 'action', 'crime', 'drama'];['US'];"";"7.0";"107701.0";"55.531";"6.7"
"1837";"ts83970";"All American";"SHOW";"2018";"42";['drama', 'sport'];['US'];"4.0";"7.6";"9704.0";"65.499";"8.2"
"1838";"tm315174";"Phantom Thread";"MOVIE";"2017";"130";['romance', 'drama'];['US', 'GB'];"";"7.4";"128600.0";"18.165";"7.3"
"1839";"ts81294";"Manifest";"SHOW";"2018";"42";['scifi', 'drama', 'thriller'];['US'];"3.0";"7.1";"50145.0";"87.315";"7.7"
"1840";"ts78305";"Elite";"SHOW";"2018";"48";['crime', 'drama', 'thriller'];['ES'];"5.0";"7.4";"73062.0";"531.821";"8.1"
"1841";"ts78801";"Cobra Kai";"SHOW";"2018";"31";['action', 'comedy', 'drama', 'sport'];['US'];"5.0";"8.6";"163858.0";"385.985";"8.2"
"1842";"ts79813";"You";"SHOW";"2018";"47";['thriller', 'crime', 'drama', 'romance'];['US'];"3.0";"7.7";"225949.0";"80.568";"8.2"
"1843";"ts77398";"Lost in Space";"SHOW";"2018";"49";['scifi', 'action', 'drama', 'thriller', 'family'];['US'];"3.0";"7.3";"96868.0";"52.535";"7.6"
"1844";"ts56768";"Money Heist";"SHOW";"2017";"50";['crime', 'drama', 'thriller', 'action', 'european'];['ES'];"5.0";"8.3";"450797.0";"1.4";""
"1845";"tm344989";"Lady Bird";"MOVIE";"2017";"94";['drama', 'comedy'];['US'];"";"7.4";"277165.0";"28.718";"7.3"
"1846";"ts57120";"Good Girls";"SHOW";"2018";"42";['comedy', 'drama', 'crime'];['US'];"4.0";"7.7";"49867.0";"51.087";"8.1"
"1847";"tm287684";"The Ritual";"MOVIE";"2017";"94";['horror', 'thriller'];['GB', 'CA'];"";"6.3";"92788.0";"35.205";"6.2"
"1848";"ts81884";"Bodyguard";"SHOW";"2018";"60";['war', 'crime', 'drama', 'thriller', 'european'];['GB'];"2.0";"8.1";"114446.0";"26.109";"7.9"
"1849";"ts75151";"Godless";"SHOW";"2017";"65";['western', 'documentation', 'action', 'drama', 'crime'];['US'];"1.0";"7.6";"27.0";"32.203";"7.8"
