,Unnamed: 0,id,title,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1752,1934,ts79926,James Acaster: Repertoire,SHOW,2018,52,8.4,3545.0,4.73,8.3
1753,1935,ts56648,The Keepers,SHOW,2017,56,7.6,14.0,8.375,7.6
1756,1938,ts42294,13 Reasons Why,SHOW,2017,58,7.5,282373.0,100.866,7.8
1757,1939,ts84010,Pine Gap,SHOW,2018,56,7.2,4772.0,8.594,7.2
1759,1941,ts80035,Nightflyers,SHOW,2018,44,5.8,13103.0,17.781,5.6
1761,1943,ts57055,Black Lightning,SHOW,2018,42,6.1,24646.0,67.65,7.2
1768,1950,ts56480,Troy: Fall of a City,SHOW,2018,58,3.9,13677.0,19.82,6.4
1770,1952,ts82597,The Dragon Prince,SHOW,2018,27,8.4,21635.0,36.019,8.4
1771,1953,ts55962,Dear White People,SHOW,2017,29,6.1,24863.0,20.722,6.4
1773,1955,ts75164,VeggieTales in the City,SHOW,2017,23,5.7,110.0,4.772,7.6
1774,1956,ts78452,Requiem,SHOW,2018,58,6.4,6421.0,18.022,6.6
1775,1957,ts75263,Wormwood,SHOW,2017,43,7.0,4181.0,3.342,6.2
1776,1958,ts85568,Perfume,SHOW,2018,29,7.1,8536.0,16.984,7.0
1779,1961,ts80705,Evil Genius,SHOW,2018,48,7.5,27516.0,10.581,7.5
1783,1965,ts81344,Explained,SHOW,2018,21,8.0,8831.0,12.859,7.7
1785,1967,ts82228,Cells at Work!,SHOW,2018,23,7.5,2206.0,25.894,8.4
1786,1968,ts81331,She-Ra and the Princesses of Power,SHOW,2018,24,7.8,14935.0,22.339,8.8
1787,1969,ts55798,Stranger,SHOW,2017,64,8.5,7645.0,18.993,8.6
1788,1970,ts78356,The Rain,SHOW,2018,43,7.3,616.0,70.563,7.4
1789,1971,ts86169,The Innocent Man,SHOW,2018,47,7.3,5883.0,7.434,7.0
1792,1974,ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,25,8.1,10400.0,60.496,8.8
1799,1981,ts77957,Dirty Money,SHOW,2018,63,8.1,9099.0,18.126,7.2
1800,1982,ts84904,Tidelands,SHOW,2018,42,6.8,7727.0,13.616,6.8
1801,1983,ts83999,Hilda,SHOW,2018,25,8.5,10162.0,32.606,8.3
1802,1984,ts57303,Friends from College,SHOW,2017,30,6.9,20242.0,11.935,6.6
1805,1987,ts58025,My Little Pony: Equestria Girls,SHOW,2017,24,6.4,642.0,18.893,8.1
1806,1988,ts82302,Insatiable,SHOW,2018,46,6.5,27275.0,96.678,7.9
1808,1990,ts85895,Better Than Us,SHOW,2018,52,7.3,8711.0,20.096,7.4
1809,1991,ts56511,Cable Girls,SHOW,2017,50,7.6,13855.0,65.44,7.9
1810,1992,ts57822,Sick Note,SHOW,2017,24,6.8,7173.0,10.499,7.1
1815,1997,ts79546,MEGALOBOX,SHOW,2018,24,7.8,3144.0,28.077,8.0
1821,2003,ts84533,Transformers: Cyberverse,SHOW,2018,11,6.5,350.0,10.637,7.4
1823,2005,ts83455,Wanderlust,SHOW,2018,57,7.0,5225.0,13.135,6.4
1824,2006,ts75772,Jack Whitehall: Travels with My Father,SHOW,2017,46,7.6,5388.0,6.26,7.4
1826,2008,ts77518,Teasing Master Takagi-san,SHOW,2018,24,7.7,2030.0,42.087,8.3
1827,2009,ts79234,The Boss Baby: Back in Business,SHOW,2018,23,6.4,3595.0,47.064,7.0
1829,2011,ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,55,7.9,5194.0,10.016,7.5
1833,2015,ts80720,Scissor Seven,SHOW,2018,15,8.5,297.0,93.943,8.8
1834,2016,ts57439,Damnation,SHOW,2017,43,7.6,8111.0,10.571,7.0
1841,2023,ts75157,The Magic School Bus Rides Again,SHOW,2017,25,6.2,812.0,17.774,6.3
1845,2027,ts58152,Cathedral of the Sea,SHOW,2018,57,7.4,4292.0,15.73,7.0
1846,2028,ts84779,Haunted,SHOW,2018,25,4.6,3150.0,14.069,7.0
1851,2033,ts56038,Dave Chappelle,SHOW,2017,60,8.7,2753.0,2.962,7.6
1853,2035,ts84574,Salt Fat Acid Heat,SHOW,2018,40,7.7,2419.0,2.923,8.4
1854,2036,ts56481,Great News,SHOW,2017,21,7.0,6810.0,8.409,6.5
1855,2037,ts82560,Dark Tourist,SHOW,2018,41,7.5,7158.0,11.337,6.5
1857,2039,ts55231,Abstract: The Art of Design,SHOW,2017,45,8.4,5306.0,14.406,8.0
1859,2041,ts88783,Bakugan: Battle Planet,SHOW,2018,20,5.1,220.0,26.814,6.8
1861,2043,ts57814,Kakegurui,SHOW,2017,24,7.2,8547.0,98.728,8.3
1862,2044,ts113109,Numberblocks,SHOW,2017,5,8.6,198.0,7.052,9.5
1863,2045,ts85138,Dogs,SHOW,2018,50,8.0,1269.0,2.44,8.3
1864,2046,ts57424,The Forest,SHOW,2017,52,7.2,10137.0,28.763,7.1
1867,2050,ts77474,Mr. Sunshine,SHOW,2018,76,8.7,6855.0,26.485,8.4
1872,2055,ts57964,Hotel Transylvania: The Series,SHOW,2017,16,5.5,694.0,24.098,7.4
1874,2057,ts78298,My Mister,SHOW,2018,79,9.2,5481.0,14.997,8.9
1875,2058,ts83251,Magic for Humans,SHOW,2018,24,7.1,3316.0,11.61,6.8
1876,2059,ts55194,Bill Nye Saves the World,SHOW,2017,30,3.5,7233.0,9.87,3.6
1877,2060,ts84335,1983,SHOW,2018,57,6.8,4173.0,8.68,6.5
1883,2066,ts57947,Unit 42,SHOW,2017,48,7.0,2311.0,14.82,6.6
1884,2067,ts53936,Innocent,SHOW,2017,51,8.4,17727.0,10.828,8.2
1885,2068,ts83763,Black Earth Rising,SHOW,2018,59,7.4,4790.0,13.209,6.9
1889,2072,ts82892,I Am a Killer,SHOW,2018,46,7.4,3937.0,6.502,7.2
1891,2074,ts79422,Nailed It!,SHOW,2018,33,7.4,4682.0,9.333,7.5
1892,2075,ts80523,Aggretsuko,SHOW,2018,16,8.0,6005.0,11.023,7.2
1893,2076,ts83561,Immortals,SHOW,2018,28,5.4,3087.0,13.668,6.1
1897,2080,ts78382,On My Block,SHOW,2018,29,7.9,15642.0,45.081,8.5
1898,2081,ts86296,Sunderland 'Til I Die,SHOW,2018,41,8.1,7943.0,3.481,8.0
1899,2082,ts41527,Gypsy,SHOW,2017,59,6.8,16133.0,13.117,6.3
1902,2085,ts78507,Alexa & Katie,SHOW,2018,25,7.4,4687.0,42.726,8.6
1908,2091,ts89538,Bitter Daisies,SHOW,2018,71,7.2,3274.0,18.993,7.0
1912,2095,ts57464,Life Sentence,SHOW,2018,42,6.4,3855.0,8.064,6.5
1913,2096,ts228255,Cry Babies Magic Tears,SHOW,2018,12,4.8,36.0,2.605,7.2
1914,2097,ts58175,She's Gotta Have It,SHOW,2017,32,6.8,4624.0,7.916,6.5
1915,2098,ts77525,The Toys That Made Us,SHOW,2017,45,8.0,5545.0,8.534,7.6
1916,2099,ts58225,The Standups,SHOW,2017,30,6.6,1225.0,5.457,5.8
1917,2100,ts84243,Baby,SHOW,2018,45,6.8,10990.0,49.167,8.0
1918,2101,ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,45,7.8,7651.0,17.234,7.1
1919,2102,ts56594,Disjointed,SHOW,2017,27,6.8,9980.0,11.209,5.8
1921,2104,ts57080,Spirit: Riding Free,SHOW,2017,23,6.6,993.0,10.563,8.2
1927,2110,ts57082,White Gold,SHOW,2017,29,7.4,10981.0,7.349,6.9
1928,2111,ts53101,Voice,SHOW,2017,63,7.5,1949.0,10.152,6.9
1929,2112,ts81885,The Good Cop,SHOW,2018,49,6.9,5620.0,6.913,6.4
1932,2115,ts77783,Record of Grancrest War,SHOW,2018,24,7.1,893.0,19.328,8.6
1933,2116,ts79020,Hitler's Circle of Evil,SHOW,2018,52,8.0,4241.0,3.807,7.7
1935,2118,ts77799,Rotten,SHOW,2018,56,7.2,3675.0,7.357,7.4
1937,2120,ts75749,Because This Is My First Life,SHOW,2017,56,8.2,4168.0,11.127,8.6
1939,2122,ts86945,Abby Hatcher,SHOW,2018,20,6.1,163.0,7.629,5.5
1940,2123,ts84056,Unauthorized Living,SHOW,2018,76,7.4,4555.0,43.164,7.5
1941,2124,ts89069,LEGO Friends: Girls on a Mission,SHOW,2018,11,7.7,106.0,13.724,7.6
1942,2125,ts76417,Tabula Rasa,SHOW,2017,52,8.0,10161.0,10.905,7.8
1943,2126,ts86814,Murder Mountain,SHOW,2018,49,6.8,3045.0,2.988,7.0
1944,2127,ts85968,Nicky Jam: El Ganador,SHOW,2018,44,7.7,1129.0,45.7,7.3
1945,2128,ts85837,SKY Castle,SHOW,2018,68,8.6,2835.0,18.684,8.3
1946,2129,ts76313,Sisters,SHOW,2017,36,7.5,1729.0,2.17,8.6
1947,2130,ts75355,Suburra: Blood on Rome,SHOW,2017,48,7.9,14346.0,41.292,7.5
1952,2135,ts83745,Norm Macdonald Has a Show,SHOW,2018,35,8.6,3473.0,4.609,8.2
1954,2137,ts76486,Just Between Lovers,SHOW,2017,73,8.2,1872.0,9.343,8.4
1955,2138,ts82372,The Epic Tales of Captain Underpants,SHOW,2018,24,6.7,879.0,11.325,8.8
1956,2139,ts79045,Ugly Delicious,SHOW,2018,51,7.8,3505.0,7.038,7.4
1957,2140,ts81757,The House of Flowers,SHOW,2018,31,7.6,7722.0,39.666,7.8
1960,2143,ts55491,Somewhere Between,SHOW,2017,42,6.2,5746.0,15.625,6.6
1961,2144,ts77600,Hot Date,SHOW,2017,19,7.1,616.0,1.662,6.6
1966,2149,ts80411,Lawless Lawyer,SHOW,2018,64,7.7,1572.0,10.08,7.6
1970,2153,ts78217,Welcome to the Family,SHOW,2018,48,6.6,442.0,9.95,7.4
1971,2154,ts78299,Llama Llama,SHOW,2018,15,6.5,270.0,3.459,7.8
1972,2155,ts75002,Borderliner,SHOW,2017,49,6.8,3999.0,10.958,6.5
1975,2158,ts76753,A Korean Odyssey,SHOW,2017,75,8.0,4535.0,52.042,8.3
1982,2165,ts77755,Power Rangers Ninja Steel,SHOW,2017,24,6.1,862.0,3.907,7.3
1985,2168,ts56201,Cloudy with a Chance of Meatballs,SHOW,2017,11,3.4,750.0,12.41,5.8
1986,2169,ts88234,Man Like Mobeen,SHOW,2017,22,8.0,2664.0,3.54,6.7
1989,2172,ts53960,Granblue Fantasy: The Animation,SHOW,2017,23,6.4,391.0,14.353,6.7
1991,2174,ts81414,Meteor Garden,SHOW,2018,45,7.9,3921.0,50.167,8.6
1992,2175,ts77014,Wolf,SHOW,2018,80,8.1,7426.0,27.741,7.0
1993,2176,ts56993,Fallet,SHOW,2017,28,6.8,1873.0,6.843,7.3
1995,2178,ts81542,The Hollow,SHOW,2018,24,7.1,4198.0,6.599,7.1
1996,2179,ts83232,The Mire,SHOW,2018,51,7.0,4312.0,12.247,6.8
1998,2181,ts82268,GHOUL,SHOW,2018,46,8.0,6.0,29.825,6.9
1999,2182,ts87043,Transformers: Rescue Bots Academy,SHOW,2018,12,6.0,100.0,6.511,10.0
2001,2184,ts86164,Hero Mask,SHOW,2018,24,6.1,657.0,12.8,6.3
2002,2185,ts9075,The Fix,SHOW,2018,29,7.0,1895.0,2.243,6.4
2004,2187,ts83790,The Beauty Inside,SHOW,2018,68,7.6,1889.0,62.12,8.3
2005,2188,ts57811,Fate/Apocrypha,SHOW,2017,24,6.6,2259.0,52.16,7.7
2008,2191,ts85686,The Casketeers,SHOW,2018,22,7.5,450.0,8.926,7.2
2009,2192,ts83360,The Guest,SHOW,2018,66,8.1,1537.0,9.102,8.1
2011,2194,ts95569,Rainbow Rangers,SHOW,2018,22,5.8,187.0,5.692,10.0
2015,2198,ts78590,The Mechanism,SHOW,2018,47,8.0,36077.0,9.788,7.4
2016,2199,ts77520,Mob Psycho 100,SHOW,2018,24,5.2,509.0,7.571,6.2
2020,2203,ts85170,Memories of the Alhambra,SHOW,2018,68,7.8,5363.0,17.068,7.8
2021,2204,ts90594,Barbie: Dreamhouse Adventures,SHOW,2018,22,6.7,525.0,34.003,8.1
2023,2206,ts83502,Ad Vitam,SHOW,2018,52,6.4,1625.0,6.118,5.8
2025,2208,ts85034,Patriot Act with Hasan Minhaj,SHOW,2018,25,8.2,7222.0,9.602,7.3
2027,2210,ts83537,Signs,SHOW,2018,46,6.4,1608.0,9.638,7.0
2029,2212,ts79157,B: The Beginning,SHOW,2018,25,7.1,4803.0,34.155,7.9
2030,2213,ts81918,Sugar Rush,SHOW,2018,51,7.0,1508.0,13.058,7.0
2032,2215,ts56718,El Chapo,SHOW,2017,44,7.8,17992.0,121.756,7.5
2033,2216,ts80959,Sacred Games,SHOW,2018,50,8.6,85088.0,11.75,8.1
2034,2217,ts53693,The Worst Witch,SHOW,2017,27,7.2,2375.0,51.672,7.7
2035,2218,ts75477,The Confession Tapes,SHOW,2017,43,7.5,5340.0,8.084,7.4
2036,2219,ts131579,Thieves of the Wood,SHOW,2018,47,6.8,2533.0,10.58,6.4
2038,2221,ts85175,Girl from Nowhere,SHOW,2018,44,7.6,3979.0,67.928,8.5
2039,2222,ts83071,Afflicted,SHOW,2018,42,5.1,1119.0,10.365,5.2
2040,2223,ts77545,Dope,SHOW,2017,48,7.3,1643.0,17.665,7.2
2041,2224,ts83540,Paradise PD,SHOW,2018,27,6.8,17779.0,39.351,7.6
2042,2225,ts236347,Thus Spoke Kishibe Rohan,SHOW,2017,24,7.6,1131.0,2.695,9.0
2044,2227,ts78206,Welcome to Waikiki,SHOW,2018,64,8.3,2038.0,15.449,8.6
2045,2228,ts84135,The Inmate,SHOW,2018,53,6.9,2641.0,21.358,7.0
2046,2229,ts79026,The Innocents,SHOW,2018,46,6.2,5784.0,17.989,6.1
2048,2231,ts56045,Charité,SHOW,2017,49,7.8,3274.0,33.647,7.5
2050,2233,ts87194,Instant Hotel,SHOW,2018,49,7.3,1482.0,1.47,7.1
2051,2234,ts68146,Myths & Monsters,SHOW,2017,43,7.8,811.0,3.292,7.4
2052,2235,ts76603,Erased,SHOW,2017,28,7.8,3596.0,10.639,7.3
2053,2236,ts84930,The Hook Up Plan,SHOW,2018,28,7.2,5212.0,15.197,7.8
2054,2237,ts78246,Kiss Me First,SHOW,2018,47,6.2,3874.0,8.271,6.9
2056,2239,ts81526,November 13: Attack on Paris,SHOW,2018,54,8.3,3105.0,4.656,8.1
2057,2240,ts81583,Life,SHOW,2018,64,7.6,688.0,5.48,8.0
2062,2245,ts55581,The Bride of Habaek,SHOW,2017,67,7.1,2501.0,15.138,7.3
2065,2248,ts56933,The New Legends of Monkey,SHOW,2018,25,6.4,4308.0,25.571,7.2
2066,2249,ts84645,Medal of Honor,SHOW,2018,55,8.2,1687.0,8.526,8.7
2070,2253,ts74962,True and the Rainbow Kingdom,SHOW,2017,21,7.1,439.0,6.637,8.8
2072,2255,ts79997,Something in the Rain,SHOW,2018,70,8.2,5654.0,16.637,8.1
2074,2257,ts75676,The Velvet Collection,SHOW,2017,57,7.3,1376.0,21.568,6.3
2078,2261,ts58297,The Indian Detective,SHOW,2017,43,6.6,3078.0,3.523,6.5
2079,2262,ts55939,Bonus Family,SHOW,2017,44,2.3,15.0,16.037,7.2
2080,2263,ts86994,Serial Killer with Piers Morgan,SHOW,2017,47,3.8,1394.0,1.396,2.8
2083,2266,ts53264,My Shy Boss,SHOW,2017,71,7.3,1537.0,10.653,8.0
2084,2267,ts309731,Gormiti,SHOW,2018,11,5.3,111.0,9.315,9.3
2086,2269,ts85822,Selection Day,SHOW,2018,25,7.4,2176.0,6.394,7.6
2087,2270,ts80617,The Protector,SHOW,2018,43,6.5,34396.0,32.642,7.4
2091,2274,ts81821,The Queen of Flow,SHOW,2018,45,7.7,1202.0,279.875,8.0
2092,2275,ts82705,Cupcake & Dino - General Services,SHOW,2018,16,7.5,663.0,10.833,8.3
2096,2279,ts321277,Daniel Sloss: Live Shows,SHOW,2018,60,8.5,3387.0,3.355,8.4
2097,2280,ts84646,Warrior,SHOW,2018,42,6.7,1966.0,7.274,6.5
2099,2282,ts56033,Surviving Escobar - Alias JJ,SHOW,2017,42,7.7,985.0,92.506,7.7
2100,2283,ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,47,6.7,199.0,4.392,8.3
2101,2284,ts70631,Children of the Whales,SHOW,2017,24,7.1,1524.0,16.105,7.7
2104,2287,ts78291,Dogs of Berlin,SHOW,2018,60,7.5,12453.0,11.188,7.4
2105,2288,ts57985,Free Rein,SHOW,2017,28,7.0,2062.0,48.156,7.8
2109,2292,ts80600,Luis Miguel: The Series,SHOW,2018,56,8.0,4556.0,42.471,8.0
2110,2293,ts55232,Cyborg 009: Call of Justice,SHOW,2017,24,5.7,217.0,5.13,7.2
2111,2294,ts79182,Cocaine Coast,SHOW,2018,67,7.9,3696.0,10.838,7.8
2113,2296,ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,34,7.7,1145.0,1.542,7.8
2116,2299,ts78031,Ultraviolet,SHOW,2017,46,7.0,1573.0,4.144,7.4
2117,2300,ts56670,Hot Girls Wanted: Turned On,SHOW,2017,47,6.6,2168.0,11.357,7.3
2118,2301,ts86682,7 Days Out,SHOW,2018,50,6.8,531.0,2.621,9.0
2119,2302,ts75286,Greenhouse Academy,SHOW,2017,23,6.6,5967.0,21.0,8.1
2120,2303,ts82218,Hi Score Girl,SHOW,2018,27,8.0,1952.0,31.411,8.3
2126,2309,ts55978,Samurai Gourmet,SHOW,2017,22,8.1,2053.0,6.704,7.9
2127,2311,ts75341,Final Fantasy XIV: Dad of Light,SHOW,2017,30,7.2,592.0,5.162,7.4
2128,2312,ts83906,Car Masters: Rust to Riches,SHOW,2018,39,8.4,10024.0,8.898,7.8
2131,2315,ts82565,Sparta,SHOW,2018,53,6.6,443.0,15.009,7.7
2133,2317,ts78789,Re: Mind,SHOW,2017,23,4.9,1531.0,4.278,5.9
2134,2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,22,6.2,244.0,5.651,7.3
2136,2320,ts56125,Ingobernable,SHOW,2017,40,7.2,3052.0,24.784,6.5
2137,2321,ts89130,If I Hadn't Met You,SHOW,2018,52,7.7,2283.0,10.462,6.9
2138,2322,ts79660,Creeped Out,SHOW,2017,25,6.5,1826.0,25.533,7.4
2140,2324,ts39016,Girlboss,SHOW,2017,27,7.0,17525.0,10.68,6.7
2141,2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,25,5.2,372.0,11.907,8.6
2143,2327,ts75981,The Royal House of Windsor,SHOW,2017,49,7.3,1541.0,5.408,7.4
2145,2329,ts81318,When Heroes Fly,SHOW,2018,48,7.1,3123.0,6.314,7.1
2147,2331,ts79219,Flint Town,SHOW,2018,45,7.9,3633.0,2.712,7.6
2153,2337,ts79409,A.I.C.O. -Incarnation-,SHOW,2018,24,6.3,1189.0,8.277,6.4
2154,2338,ts53399,Eternal Love,SHOW,2017,45,8.4,2214.0,20.153,7.8
2156,2340,ts90596,Polly Pocket,SHOW,2018,13,5.9,119.0,6.073,6.7
2158,2342,ts77787,Pop Team Epic,SHOW,2018,23,6.9,815.0,12.019,7.3
2163,2347,ts82127,Sirius the Jaeger,SHOW,2018,23,6.7,1883.0,17.757,7.6
2164,2348,ts78353,Misty,SHOW,2018,71,8.1,596.0,12.142,7.8
2165,2349,ts103638,Standup and Away! with Brian Regan,SHOW,2018,25,5.7,390.0,1.872,7.7
2166,2350,ts77034,A Love So Beautiful,SHOW,2017,41,8.0,1386.0,42.322,8.4
2167,2351,ts86949,The A List,SHOW,2018,27,5.5,2787.0,14.819,6.8
2172,2357,ts76511,The Big Family Cooking Showdown,SHOW,2017,59,7.0,665.0,3.452,7.4
2174,2359,ts55348,QB1: Beyond the Lights,SHOW,2017,32,7.7,895.0,3.441,7.0
2175,2360,ts80208,Fugitiva,SHOW,2018,90,5.6,658.0,11.013,6.7
2181,2366,ts82559,Amazing Interiors,SHOW,2018,26,6.6,797.0,3.17,6.4
2183,2368,ts80466,Secret Agent Selection: WW2,SHOW,2018,59,7.8,551.0,3.588,7.5
2185,2370,ts80090,The Piano Forest,SHOW,2018,26,7.1,883.0,25.614,5.9
2186,2371,ts80313,Bobby Kennedy for President,SHOW,2018,61,8.1,1759.0,4.283,8.3
2187,2372,ts90994,Chip and Potato,SHOW,2018,15,6.4,155.0,12.51,9.8
2192,2377,ts84346,Falsa identidad,SHOW,2018,43,7.0,351.0,172.609,7.5
2195,2380,ts84833,Diablero,SHOW,2018,38,6.8,2521.0,17.443,7.6
2197,2382,ts84932,Super Drags,SHOW,2018,25,5.4,1685.0,3.636,5.2
2200,2385,ts81734,Chosen,SHOW,2018,70,5.2,127.0,2.194,6.5
2204,2389,ts77405,Bad Guys: Vile City,SHOW,2017,64,6.0,29.0,4.467,8.0
2205,2390,ts79679,The Yard,SHOW,2018,108,7.2,1605.0,21.312,7.5
2210,2395,ts78053,Kakegurui,SHOW,2018,30,6.8,966.0,24.535,7.9
2211,2396,ts80057,Last Hope,SHOW,2018,24,5.8,427.0,6.93,5.4
2217,2403,ts80413,Busted!,SHOW,2018,75,7.6,898.0,14.488,8.4
2220,2406,ts85659,3Below: Tales of Arcadia,SHOW,2018,22,7.7,5927.0,17.34,7.7
2222,2409,ts82298,Familiar Wife,SHOW,2018,61,7.6,937.0,8.82,8.3
2223,2410,ts54050,Ultimate Beastmaster,SHOW,2017,59,7.3,2359.0,3.181,6.0
2226,2413,ts57196,The World's Most Extraordinary Homes,SHOW,2017,54,7.6,3380.0,6.909,7.5
2231,2418,ts77770,Fate/Extra Last Encore,SHOW,2018,25,5.4,772.0,16.844,7.5
2236,2424,ts78913,Live,SHOW,2018,46,8.3,1208.0,5.478,8.3
2237,2425,ts55936,My Secret Romance,SHOW,2017,52,7.2,3108.0,15.98,8.0
2239,2427,ts81944,The Comedy Lineup,SHOW,2018,18,5.9,457.0,1.96,6.0
2242,2430,ts84597,FIGHTWORLD,SHOW,2018,42,7.6,806.0,5.053,6.9
2244,2432,ts76478,Prison Playbook,SHOW,2017,91,8.5,3060.0,17.395,8.7
2245,2433,ts78767,First Team: Juventus,SHOW,2018,36,7.3,2061.0,2.038,7.7
2248,2436,ts85732,The Final Table,SHOW,2018,43,7.6,3989.0,4.386,6.8
2252,2440,ts82875,Switched,SHOW,2018,39,7.1,1402.0,14.917,7.9
2259,2447,ts80059,Trump: An American Dream,SHOW,2017,55,7.2,4003.0,3.824,6.9
2260,2448,ts83814,Undercover Law,SHOW,2018,57,7.2,214.0,3.96,9.0
2262,2450,ts36650,Apaches,SHOW,2018,67,7.0,293.0,3.4,6.9
2263,2451,ts57300,Marlon,SHOW,2017,21,7.0,4056.0,17.101,6.6
2264,2452,ts56636,My Sassy Girl,SHOW,2017,41,6.9,561.0,6.751,7.6
2265,2453,ts84780,Wild District,SHOW,2018,45,8.2,1898.0,15.617,7.5
2267,2455,ts75012,Million Yen Women,SHOW,2017,30,7.6,1794.0,6.757,6.8
2268,2456,ts82296,My ID is Gangnam Beauty,SHOW,2018,63,7.4,3774.0,27.731,7.6
2269,2457,ts57148,Champions,SHOW,2018,21,6.1,3736.0,8.869,5.5
2271,2459,ts83359,100 Days My Prince,SHOW,2018,75,7.8,1938.0,14.871,8.3
2275,2463,ts79330,Girls Incarcerated,SHOW,2018,45,7.3,1073.0,6.951,8.0
2277,2465,ts85202,Brainchild,SHOW,2018,25,8.1,415.0,3.041,8.3
2279,2467,ts81036,The Who Was? Show,SHOW,2018,25,6.8,604.0,2.252,7.3
2283,2471,ts83457,Cleo & Cuquin,SHOW,2018,7,8.0,98.0,4.49,8.3
2285,2473,ts82181,Back Street Girls: Goku Dolls,SHOW,2018,24,6.6,815.0,11.29,6.5
2287,2475,ts53516,Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,21,4.8,270.0,6.957,8.1
2289,2477,ts112279,Empire Games,SHOW,2018,49,5.8,306.0,0.6,8.0
2292,2481,ts95274,Age of Tanks,SHOW,2017,54,7.3,852.0,3.331,6.7
2295,2486,ts82398,My Dead Ex,SHOW,2018,25,7.4,478.0,5.383,6.8
2296,2488,ts116101,Crazy Delicious,SHOW,2017,51,8.9,15.0,4.694,7.5
2297,2489,ts82867,Becoming Champions,SHOW,2018,45,6.7,389.0,0.992,6.0
2298,2490,ts83554,Inside the Criminal Mind,SHOW,2018,48,5.4,986.0,1.185,6.7
2299,2491,ts58442,Live Up To Your Name,SHOW,2017,69,8.0,1224.0,10.476,6.7
2304,2497,ts80030,Fastest Car,SHOW,2018,45,7.1,1324.0,12.572,7.2
2307,2500,ts84977,Terrorism Close Calls,SHOW,2018,51,5.1,688.0,2.754,7.2
2310,2503,ts82424,13 Reasons Why: Beyond the Reasons,SHOW,2017,42,6.2,322.0,7.62,6.5
2314,2507,ts83247,Stay Here,SHOW,2018,32,7.4,1095.0,2.789,7.0
2315,2508,ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,7.6,791.0,1.613,7.1
2316,2509,ts79856,SWORDGAI The Animation,SHOW,2018,22,5.8,907.0,22.616,6.8
2317,2510,ts76509,Beyond Stranger Things,SHOW,2017,21,7.4,1883.0,29.563,7.3
2318,2511,ts90880,44 Cats,SHOW,2018,15,6.1,283.0,7.168,8.4
2325,2519,ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,24,6.9,494.0,26.334,7.9
2326,2520,ts86279,Nailed It! Holiday!,SHOW,2018,36,7.7,1086.0,8.263,8.0
2328,2522,ts77467,Terrace House: Opening New Doors,SHOW,2017,40,7.8,952.0,11.417,8.3
2333,2527,ts80042,ReBoot: The Guardian Code,SHOW,2018,23,3.8,1189.0,5.977,7.3
2335,2529,ts75718,Neo Yokio,SHOW,2017,23,5.9,3359.0,6.887,5.4
2336,2530,ts75620,Black,SHOW,2017,78,8.0,3665.0,18.754,8.0
2357,2551,ts76159,Super Monsters,SHOW,2017,12,6.3,411.0,30.071,7.2
2362,2556,ts76793,Shot in the Dark,SHOW,2017,35,8.0,1770.0,2.605,7.9
2369,2564,ts55627,Time: The Kalief Browder Story,SHOW,2017,22,8.5,2641.0,3.258,7.9
2370,2566,ts89067,Love and Fortune,SHOW,2018,69,7.3,547.0,8.282,6.5
2371,2567,ts78145,Drug Lords,SHOW,2018,45,6.8,1305.0,11.678,7.7
2372,2568,ts83407,Follow This,SHOW,2018,18,4.9,710.0,1.855,6.0
2373,2569,ts85953,Paprika,SHOW,2018,13,7.5,26.0,0.893,5.0
2374,2570,ts84799,Victim Number 8,SHOW,2018,30,7.0,1994.0,9.315,7.7
2375,2571,ts83213,The Rise of Phoenixes,SHOW,2018,45,8.4,1477.0,19.737,8.1
2378,2574,ts57291,Unrequited Love,SHOW,2017,39,6.7,10.0,4.179,10.0
2393,2590,ts85810,Al Hayba,SHOW,2017,45,7.5,1201.0,25.835,6.3
2394,2591,ts85276,Hymn of Death,SHOW,2018,45,7.6,1104.0,10.234,8.5
2398,2595,ts85126,The Degenerates,SHOW,2018,28,6.2,666.0,2.72,4.4
2399,2596,ts85217,Motown Magic,SHOW,2018,17,7.9,292.0,3.073,9.0
2402,2599,ts89372,Titipo Titipo,SHOW,2018,18,6.6,19.0,3.03,9.5
2403,2600,ts83489,Blood Pact,SHOW,2018,60,6.7,140.0,3.209,7.0
2405,2602,ts79988,Lost Song,SHOW,2018,24,7.0,375.0,7.2,8.2
2406,2603,ts78692,Rapture,SHOW,2018,60,5.4,11.0,2.141,6.8
2409,2606,ts84782,Larva Island,SHOW,2018,8,6.6,416.0,10.943,6.5
2411,2608,ts82419,Zac & Mia,SHOW,2017,20,7.8,622.0,5.313,8.0
2412,2609,ts95011,Move,SHOW,2018,25,7.5,112.0,4.55,7.0
2415,2612,ts80342,AMO,SHOW,2018,24,6.6,410.0,4.42,6.0
