id,title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,numberTags
tm91046,"Cairo 6,7,8",MOVIE,2010,100,['drama'],0.0,7.4,4346.0,4.851,7.7,1
tm61056,Dil Chahta Hai,MOVIE,2001,183,"['drama', 'comedy', 'romance']",0.0,8.1,71167.0,9.318,7.0,3
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,101,"['comedy', 'crime']",0.0,7.3,7451.0,5.588,6.8,2
tm93612,Bleach the Movie: Hell Verse,MOVIE,2010,94,"['fantasy', 'animation', 'action']",0.0,7.4,2416.0,45.266,7.4,3
tm81461,Whisky,MOVIE,2004,99,"['drama', 'comedy']",0.0,7.1,6249.0,3.728,6.8,2
tm32915,EMI,MOVIE,2008,128,"['drama', 'comedy', 'crime']",0.0,4.4,604.0,1.452,7.0,3
ts63295,Vientos de agua,SHOW,2006,72,['drama'],1.0,8.7,1034.0,2.452,9.0,1
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,"['action', 'animation', 'fantasy']",0.0,6.9,3567.0,104.166,7.0,3
tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,"['fantasy', 'animation', 'action']",0.0,6.8,4473.0,76.107,7.2,3
tm147494,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,"['action', 'animation', 'fantasy']",0.0,7.0,3626.0,79.113,7.3,3
tm31564,Linewatch,MOVIE,2008,90,"['thriller', 'crime', 'drama']",0.0,5.4,2862.0,5.456,5.2,3
tm95238,The Boy Who Cried Werewolf,MOVIE,2010,97,"['fantasy', 'horror', 'comedy', 'family']",0.0,5.9,3264.0,12.362,6.5,4
tm54147,Dostana,MOVIE,2008,145,"['drama', 'comedy', 'romance']",0.0,6.5,14944.0,6.172,6.2,3
tm99776,Whitney Cummings: Money Shot,MOVIE,2010,48,"['comedy', 'documentation']",0.0,6.2,907.0,2.0,5.9,2
tm30170,Don,MOVIE,2006,178,"['thriller', 'crime', 'action', 'european']",0.0,7.1,36836.0,7.261,7.1,4
tm37945,Rock On!!,MOVIE,2008,144,"['drama', 'music']",0.0,7.7,21963.0,4.435,6.9,2
tm25029,Eternal Summer,MOVIE,2006,105,"['romance', 'drama']",0.0,7.0,2630.0,4.393,5.5,2
tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,['comedy'],0.0,7.6,1789.0,4.893,7.5,1
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,95,"['action', 'animation', 'comedy', 'drama', 'fantasy']",0.0,7.0,1189.0,27.125,7.1,5
tm83175,Welcome,MOVIE,2007,160,"['romance', 'crime', 'comedy']",0.0,6.9,21799.0,9.285,6.5,3
tm65839,Just Another Love Story,MOVIE,2007,100,"['thriller', 'european', 'crime', 'drama']",0.0,7.2,4849.0,4.321,6.7,4
tm89936,Arahan,MOVIE,2004,114,"['thriller', 'fantasy', 'action', 'comedy']",0.0,6.6,3813.0,6.41,6.5,4
tm22540,Phir Hera Pheri,MOVIE,2006,155,"['comedy', 'crime']",0.0,7.1,22505.0,6.023,6.4,2
tm34846,Bleach the Movie: Fade to Black,MOVIE,2008,94,"['fantasy', 'drama', 'animation', 'action']",0.0,7.2,2151.0,32.64,7.0,4
tm32885,Rang De Basanti,MOVIE,2006,157,"['comedy', 'drama', 'history', 'crime']",0.0,8.1,118092.0,8.761,7.2,4
ts44663,Oscar's Oasis,SHOW,2010,9,"['animation', 'comedy', 'european']",1.0,7.4,572.0,7.759,7.3,3
tm82765,Swades,MOVIE,2004,189,"['drama', 'european']",0.0,8.1,89085.0,7.152,7.4,2
tm170169,Kaal,MOVIE,2005,127,"['thriller', 'scifi', 'horror']",0.0,4.7,5309.0,2.952,4.3,3
tm44749,Sorry to Disturb,MOVIE,2008,116,"['thriller', 'comedy', 'drama', 'romance']",0.0,8.0,5824.0,4.825,6.4,4
tm47325,2 Alone in Paris,MOVIE,2008,94,"['comedy', 'european']",0.0,5.4,2482.0,6.269,5.1,2
tm146887,Delhi-6,MOVIE,2009,141,"['drama', 'comedy']",0.0,6.1,7683.0,3.091,5.8,2
tm144345,Kal Ho Naa Ho,MOVIE,2003,186,"['drama', 'comedy', 'romance']",0.0,7.9,68028.0,10.229,7.5,3
tm70222,Sivaji: The Boss,MOVIE,2007,189,"['drama', 'crime', 'thriller', 'action']",0.0,7.5,19556.0,5.544,7.0,4
tm92977,Ishqiya,MOVIE,2010,115,"['comedy', 'thriller', 'romance', 'drama']",0.0,7.3,10415.0,5.089,6.3,4
ts37200,Trotro,SHOW,2004,3,"['animation', 'family', 'european']",2.0,6.2,120.0,2.886,7.2,3
tm98975,Guzaarish,MOVIE,2010,126,"['drama', 'romance']",0.0,7.4,18466.0,7.257,7.4,2
tm25842,A Lion in the House,MOVIE,2006,225,['documentation'],0.0,8.7,312.0,2.821,6.5,1
tm43179,Oye Lucky! Lucky Oye!,MOVIE,2008,126,"['comedy', 'drama', 'action', 'crime']",0.0,7.7,17411.0,4.18,6.9,4
tm95434,Love in a Puff,MOVIE,2010,104,"['romance', 'comedy', 'drama']",0.0,7.1,2558.0,4.322,7.1,3
tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,193,"['drama', 'romance']",0.0,6.0,19797.0,8.285,6.4,2
tm86051,Black Friday,MOVIE,2004,143,"['crime', 'action', 'drama', 'history']",0.0,8.4,20611.0,7.425,7.4,4
tm44634,Kevin James: Sweat the Small Stuff,MOVIE,2001,42,"['comedy', 'documentation']",0.0,7.4,1083.0,3.702,7.4,2
tm62369,Connected,MOVIE,2008,110,"['thriller', 'action', 'crime']",0.0,6.6,2256.0,7.895,6.3,3
tm23077,Vivah,MOVIE,2006,175,"['drama', 'family', 'romance']",0.0,6.6,9793.0,5.736,6.4,3
tm31335,Golmaal Returns,MOVIE,2008,135,"['comedy', 'crime']",0.0,5.1,7884.0,3.325,4.9,2
tm139349,Jim Gaffigan: King Baby,MOVIE,2009,72,"['comedy', 'documentation']",0.0,7.7,2548.0,6.123,7.0,2
tm85243,The Trailer Park Boys Xmas Special,MOVIE,2004,57,['comedy'],0.0,8.0,3422.0,3.316,7.3,1
tm165809,Bluffmaster!,MOVIE,2005,137,"['drama', 'comedy', 'romance', 'thriller', 'crime']",0.0,6.6,6313.0,3.463,5.8,5
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,88,"['fantasy', 'action', 'comedy', 'animation']",0.0,7.2,1826.0,37.944,7.7,4
tm68191,My Führer,MOVIE,2007,89,"['drama', 'european', 'comedy', 'war']",0.0,5.5,4430.0,7.987,5.7,4
tm51493,Vizontele,MOVIE,2001,110,"['comedy', 'drama']",0.0,8.0,36291.0,7.237,7.2,2
ts56589,Tayo the Little Bus,SHOW,2010,11,"['animation', 'comedy', 'family']",6.0,5.2,156.0,6.172,6.3,3
ts1413,Autumn's Concerto,SHOW,2009,58,"['drama', 'romance']",1.0,7.9,475.0,9.386,7.8,2
tm175687,Sir! No Sir!,MOVIE,2005,85,"['war', 'documentation']",0.0,7.6,778.0,1.911,7.0,2
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,99,"['action', 'animation', 'fantasy']",0.0,7.2,2570.0,29.842,7.6,3
tm96168,Once Upon a Time in Mumbaai,MOVIE,2010,132,"['thriller', 'crime', 'drama', 'romance', 'action']",0.0,7.4,17494.0,4.19,6.6,5
tm72587,Guru,MOVIE,2007,166,"['romance', 'documentation', 'drama', 'european']",0.0,7.7,23541.0,5.319,6.8,4
tm88366,Main Hoon Na,MOVIE,2004,179,"['drama', 'romance', 'thriller', 'action', 'comedy']",0.0,7.0,35142.0,8.106,6.9,5
tm101684,Romantik Komedi,MOVIE,2010,110,"['romance', 'comedy']",0.0,5.3,5060.0,4.185,4.8,2
tm38454,Jeff Dunham's Very Special Christmas Special,MOVIE,2008,85,"['comedy', 'documentation']",0.0,7.4,3028.0,4.188,7.0,2
tm164389,Paheli,MOVIE,2005,141,"['fantasy', 'drama', 'romance', 'comedy']",0.0,6.3,13206.0,5.94,6.3,4
tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,2007,118,"['comedy', 'drama', 'romance']",0.0,6.1,2609.0,3.088,5.4,3
tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,99,"['fantasy', 'thriller', 'animation', 'action']",0.0,7.6,2206.0,38.412,7.8,4
ts4866,Fated to Love You,SHOW,2008,67,"['drama', 'comedy', 'romance']",1.0,7.4,461.0,3.878,7.3,3
tm149209,Kaminey,MOVIE,2009,135,"['drama', 'crime', 'action', 'thriller']",0.0,7.4,17136.0,5.741,6.8,4
ts34414,Nuevo Rico Nuevo Pobre,SHOW,2007,44,['comedy'],1.0,7.2,203.0,19.697,7.7,1
tm147686,Kevin Hart: I'm a Grown Little Man,MOVIE,2009,72,"['comedy', 'documentation']",0.0,7.5,4333.0,7.107,7.3,2
tm82718,G.O.R.A.,MOVIE,2004,127,"['scifi', 'comedy']",0.0,8.0,61797.0,6.948,7.2,2
tm39557,Jaane Tu... Ya Jaane Na,MOVIE,2008,155,"['drama', 'comedy', 'romance']",0.0,7.4,26738.0,9.183,6.8,3
tm22558,Mukhsin,MOVIE,2006,95,"['drama', 'comedy', 'family']",0.0,7.3,382.0,3.194,6.8,3
tm164591,Apaharan,MOVIE,2005,173,"['action', 'drama', 'crime']",0.0,7.4,4736.0,2.43,6.3,3
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,108,"['drama', 'comedy', 'crime', 'romance']",0.0,7.2,5645.0,3.612,6.1,4
ts18653,Chhota Bheem,SHOW,2008,22,"['action', 'animation', 'comedy']",12.0,4.1,822.0,3.0,6.1,3
ts67595,Pedro El Escamoso,SHOW,2001,0,"['drama', 'comedy']",1.0,7.5,303.0,46.411,7.8,2
tm29731,Chup Chup Ke,MOVIE,2006,165,"['comedy', 'drama', 'romance']",0.0,6.9,10528.0,4.791,6.1,3
tm80455,Manorama Six Feet Under,MOVIE,2007,137,"['thriller', 'crime', 'drama']",0.0,7.6,8043.0,3.637,6.5,3
tm144835,Sergio,MOVIE,2009,94,['documentation'],0.0,7.4,880.0,3.644,8.1,1
tm129971,Luck by Chance,MOVIE,2009,155,"['romance', 'drama']",0.0,7.1,10206.0,3.986,6.6,2
tm103133,Karthik Calling Karthik,MOVIE,2010,135,"['thriller', 'drama', 'romance']",0.0,7.1,11944.0,4.449,6.3,3
ts29199,Monty Python's Personal Best,SHOW,2006,56,['comedy'],1.0,7.9,437.0,0.673,8.0,1
tm155761,Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,"['action', 'comedy', 'romance']",0.0,6.3,14380.0,5.874,6.1,3
tm75544,Dhan Dhana Dhan Goal,MOVIE,2007,167,"['drama', 'sport', 'thriller']",0.0,5.0,2603.0,4.743,5.3,3
tm29028,Salt of This Sea,MOVIE,2008,109,"['romance', 'drama', 'european']",0.0,6.8,1224.0,2.454,6.3,3
tm93004,Yuva,MOVIE,2004,161,"['action', 'drama', 'thriller']",0.0,7.3,8878.0,3.804,6.4,3
tm23977,Fuga,MOVIE,2006,110,"['thriller', 'drama', 'music']",0.0,6.3,1120.0,2.443,5.9,3
tm78790,Namastey London,MOVIE,2007,131,"['comedy', 'drama', 'romance']",0.0,7.1,21745.0,6.895,6.2,3
tm44530,Fashion,MOVIE,2008,167,"['romance', 'drama']",0.0,6.9,12468.0,5.145,6.3,2
tm102848,Peepli Live,MOVIE,2010,104,"['drama', 'comedy']",0.0,7.4,12265.0,3.725,7.3,2
tm96595,Lakshya,MOVIE,2004,186,"['drama', 'romance', 'war', 'action']",0.0,7.8,23076.0,5.649,6.6,4
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,60,['comedy'],0.0,7.8,3555.0,4.96,7.4,1
tm155774,Pomegranates and Myrrh,MOVIE,2009,95,['drama'],0.0,6.3,249.0,2.841,6.7,1
tm44378,Tony Manero,MOVIE,2008,97,"['drama', 'music']",0.0,6.8,4231.0,5.507,6.4,2
tm97982,Do Dooni Chaar,MOVIE,2010,146,"['drama', 'comedy', 'crime']",0.0,7.5,5551.0,1.813,6.4,3
tm27484,Kismat Konnection,MOVIE,2008,153,"['romance', 'comedy', 'drama']",0.0,5.3,5588.0,5.272,4.9,3
tm145243,Wake Up Sid,MOVIE,2009,138,"['comedy', 'drama', 'romance']",0.0,7.6,30818.0,5.773,7.1,3
tm77348,Life in a Metro,MOVIE,2007,124,"['drama', 'comedy', 'romance']",0.0,7.4,11934.0,4.304,6.4,3
tm111226,Awara Paagal Deewana,MOVIE,2002,169,"['action', 'comedy', 'crime', 'drama', 'thriller']",0.0,6.2,8309.0,5.361,5.5,5
tm237621,The Figurine (Araromire),MOVIE,2009,122,"['horror', 'thriller']",0.0,4.4,243.0,2.064,4.3,2
tm104349,The Unjust,MOVIE,2010,119,"['thriller', 'drama', 'action', 'crime']",0.0,6.6,2139.0,5.501,6.4,4
tm152724,Kurbaan,MOVIE,2009,161,"['thriller', 'action', 'crime', 'drama', 'romance', 'sport']",0.0,5.7,5121.0,2.969,4.6,6
tm69694,Can’t Complain,MOVIE,2007,113,"['thriller', 'crime', 'romance', 'comedy', 'drama']",0.0,7.5,3922.0,2.624,6.5,5
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,"['animation', 'fantasy', 'action', 'romance', 'comedy']",0.0,7.3,2127.0,31.534,7.6,5
tm33729,Taxi No. 9 2 11,MOVIE,2006,116,"['drama', 'thriller', 'comedy']",0.0,7.2,9897.0,4.558,6.4,3
tm129763,Anbe Sivam,MOVIE,2003,160,"['comedy', 'drama']",0.0,8.7,20595.0,5.861,7.5,2
tm130301,Gangaajal,MOVIE,2003,157,"['drama', 'crime', 'action']",0.0,7.8,17029.0,3.218,6.3,3
tm141117,Chalte Chalte,MOVIE,2003,175,"['comedy', 'drama', 'romance']",0.0,6.5,15379.0,9.044,6.2,3
tm35652,Mumbai Meri Jaan,MOVIE,2008,119,['drama'],0.0,7.7,6309.0,2.442,6.9,1
tm49865,Aamir,MOVIE,2008,99,"['thriller', 'action', 'crime', 'drama']",0.0,7.6,11241.0,4.538,6.9,4
tm134140,Ishq Vishk,MOVIE,2003,145,"['drama', 'comedy', 'romance']",0.0,6.1,4203.0,1.569,5.8,3
tm114504,The Legend of Bhagat Singh,MOVIE,2002,155,"['drama', 'history', 'action']",0.0,8.1,16225.0,4.417,6.9,3
tm76029,Under the Bombs,MOVIE,2007,98,"['romance', 'drama', 'european', 'war']",0.0,7.0,1641.0,1.244,6.4,4
tm33067,Race,MOVIE,2008,161,"['drama', 'action', 'thriller', 'crime', 'comedy']",0.0,6.9,63.0,5.615,6.1,5
tm103732,Udaan,MOVIE,2010,138,['drama'],0.0,8.1,44556.0,6.118,7.3,1
tm98475,We Are Family,MOVIE,2010,115,"['drama', 'comedy', 'family']",0.0,5.6,3140.0,1.721,5.9,3
tm34924,The Beast Stalker,MOVIE,2008,109,"['thriller', 'action']",0.0,6.8,2191.0,5.847,6.7,2
tm101609,Raajneeti,MOVIE,2010,167,"['drama', 'thriller', 'crime']",0.0,7.1,17555.0,4.779,6.2,3
tm216753,Old Thieves: The Legend of Artegio,MOVIE,2007,97,"['documentation', 'crime']",0.0,8.0,314.0,2.224,7.4,2
tm112235,Kannathil Muthamittal,MOVIE,2002,137,"['drama', 'war', 'action']",0.0,8.4,8376.0,3.108,7.3,3
tm101540,Well Done Abba,MOVIE,2010,144,['comedy'],0.0,7.2,1876.0,1.267,5.3,1
tm96052,Palermo Hollywood,MOVIE,2004,113,['drama'],0.0,5.2,200.0,1.262,5.3,1
tm134407,Dev.D,MOVIE,2009,144,"['drama', 'romance', 'comedy']",0.0,7.9,30389.0,5.614,6.9,3
tm81864,Twins Mission,MOVIE,2007,103,"['action', 'drama', 'comedy', 'crime']",0.0,5.2,686.0,6.371,4.9,4
tm346951,What's Up?,MOVIE,2006,95,"['drama', 'comedy']",0.0,2.9,315.0,0.895,2.0,2
tm144263,Aagey Se Right,MOVIE,2009,117,"['comedy', 'crime', 'drama']",0.0,5.2,406.0,1.87,5.0,3
tm85689,Krishna Cottage,MOVIE,2004,124,"['thriller', 'drama', 'horror']",0.0,5.1,1153.0,2.405,5.5,3
ts12444,The Fierce Wife,SHOW,2010,59,['drama'],1.0,6.8,90.0,4.571,5.3,1
tm368679,Madness in the Desert,MOVIE,2004,141,['documentation'],0.0,8.4,373.0,1.951,7.0,1
tm91323,I Hate Luv Storys,MOVIE,2010,129,"['drama', 'romance', 'comedy']",0.0,5.6,7994.0,6.08,5.9,3
tm36636,C Kkompany,MOVIE,2008,130,"['comedy', 'drama', 'thriller']",0.0,5.5,1115.0,2.021,5.7,3
tm52176,Welcome to Sajjanpur,MOVIE,2008,134,"['comedy', 'drama']",0.0,6.9,3239.0,1.439,5.6,2
tm178555,I Am Kalam,MOVIE,2010,88,"['comedy', 'drama', 'family']",0.0,8.0,4166.0,3.187,7.2,3
tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,149,"['comedy', 'action', 'drama', 'fantasy']",0.0,5.3,2196.0,2.66,5.4,4
tm135795,The Kite,MOVIE,2003,80,['drama'],0.0,6.4,739.0,1.434,5.0,1
tm254052,Kucch To Hai,MOVIE,2003,142,"['horror', 'thriller', 'drama', 'romance']",0.0,4.3,909.0,2.573,4.3,4
tm166293,The Blue Umbrella,MOVIE,2005,90,"['drama', 'family', 'fantasy', 'comedy']",0.0,7.3,2077.0,1.909,6.3,4
tm99450,Break Ke Baad,MOVIE,2010,120,"['drama', 'romance', 'comedy']",0.0,5.2,4227.0,3.898,5.8,3
tm154375,Main Aurr Mrs Khanna,MOVIE,2009,115,"['drama', 'comedy', 'romance']",0.0,3.5,3148.0,3.923,3.9,3
tm241875,Frank & Cindy,MOVIE,2007,73,"['documentation', 'music', 'drama']",0.0,7.0,344.0,0.86,7.0,3
tm97325,Tum Milo Toh Sahi,MOVIE,2010,127,"['drama', 'comedy']",0.0,5.6,522.0,1.772,5.5,2
tm85563,Ezra,MOVIE,2007,105,"['drama', 'european']",0.0,6.4,274.0,3.384,5.7,2
tm95507,Chance Pe Dance,MOVIE,2010,121,"['drama', 'music', 'romance', 'comedy']",0.0,4.8,2968.0,2.548,5.3,4
tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,57,"['comedy', 'documentation']",0.0,6.5,84.0,1.503,6.5,2
tm154802,Agyaat,MOVIE,2009,98,"['horror', 'thriller', 'drama']",0.0,2.9,674.0,2.075,4.1,3
tm21155,Falafel,MOVIE,2006,80,"['drama', 'european']",0.0,6.7,209.0,1.772,5.5,2
tm46867,Kuselan,MOVIE,2008,160,"['drama', 'family', 'comedy']",0.0,4.8,1000.0,1.91,6.3,3
tm140653,Look for a Star,MOVIE,2009,117,"['romance', 'comedy']",0.0,5.6,708.0,3.369,5.1,2
tm160596,Zozo,MOVIE,2005,105,"['drama', 'european', 'family', 'war']",0.0,6.5,3210.0,3.266,6.0,4
tm76399,A Love Story,MOVIE,2007,117,"['romance', 'drama']",0.0,6.4,142.0,2.253,5.0,2
tm226362,Bosta,MOVIE,2005,112,['war'],0.0,6.4,603.0,1.009,5.0,1
tm456581,Anchor Baby,MOVIE,2010,95,"['documentation', 'drama', 'thriller']",0.0,6.3,79.0,0.84,6.0,3
tm84316,Shootout at Lokhandwala,MOVIE,2007,145,"['crime', 'action', 'history']",0.0,7.1,10139.0,5.821,6.5,3
ts39604,The Hospital,SHOW,2006,48,['drama'],1.0,7.4,40.0,23.073,2.3,1
tm168869,Da Kath & Kim Code,MOVIE,2005,90,['comedy'],0.0,7.3,904.0,3.607,6.3,1
tm352243,Interview with a Serial Killer,MOVIE,2008,44,"['documentation', 'crime']",0.0,5.9,595.0,1.543,5.1,2
tm89012,The Student Cop,MOVIE,2004,110,"['comedy', 'action', 'romance']",0.0,6.3,2051.0,4.76,6.1,3
tm130999,Dhoondte Reh Jaaoge,MOVIE,2009,135,"['comedy', 'drama']",0.0,5.6,812.0,1.782,4.5,2
tm87672,Rabun,MOVIE,2003,90,"['drama', 'family']",0.0,7.7,83.0,1.247,7.0,2
tm27275,Life's Speed Bump,MOVIE,2006,110,"['drama', 'romance', 'comedy']",0.0,6.6,2693.0,4.014,6.5,3
ts23797,Black & White,SHOW,2009,37,"['action', 'comedy', 'sport', 'crime']",3.0,7.6,302.0,9.613,9.2,4
tm85369,Hattrick,MOVIE,2007,110,"['romance', 'drama', 'comedy', 'sport']",0.0,4.3,493.0,1.291,5.0,4
tm143510,Harishchandrachi Factory,MOVIE,2009,96,"['comedy', 'drama']",0.0,8.4,2464.0,1.762,7.0,2
tm311516,Koi Aap Sa,MOVIE,2005,142,"['romance', 'comedy', 'drama']",0.0,5.5,261.0,1.917,7.3,3
tm148041,What's Your Raashee?,MOVIE,2009,192,"['comedy', 'drama', 'romance']",0.0,4.8,2718.0,2.94,4.9,3
tm152413,Talentime,MOVIE,2009,120,['drama'],0.0,7.4,203.0,1.542,4.8,1
tm21956,Anthony Kaun Hai?,MOVIE,2006,127,"['comedy', 'thriller']",0.0,5.2,664.0,1.209,5.6,2
ts70843,The Prince Who Turns into a Frog,SHOW,2005,44,"['drama', 'romance', 'comedy']",1.0,6.8,128.0,1.448,5.0,3
tm57586,Mission Istaanbul,MOVIE,2008,125,"['action', 'drama', 'thriller']",0.0,3.4,1156.0,2.012,3.3,3
tm91125,Fida,MOVIE,2004,122,"['romance', 'action', 'crime', 'drama', 'thriller']",0.0,5.4,2608.0,2.821,5.3,5
ts13411,Cocaine,SHOW,2005,44,"['documentation', 'european']",1.0,7.1,60.0,0.84,7.0,2
tm142153,Kisaan,MOVIE,2009,100,"['thriller', 'action', 'crime', 'drama']",0.0,5.5,302.0,2.167,6.3,4
tm100106,My Amnesia Girl,MOVIE,2010,110,"['romance', 'comedy']",0.0,6.7,430.0,3.224,6.4,2
tm88343,Perazhagan,MOVIE,2004,148,"['thriller', 'comedy', 'drama', 'romance']",0.0,6.4,1496.0,2.778,6.6,4
tm28024,A Very Special Love,MOVIE,2008,105,"['romance', 'drama', 'comedy']",0.0,6.5,388.0,3.295,7.3,3
ts188031,Pink Zone,SHOW,2007,15,"['drama', 'romance', 'comedy']",1.0,6.1,47.0,0.899,10.0,3
tm598375,Chhota Bheem Aur Krishna,MOVIE,2008,69,"['animation', 'fantasy']",0.0,6.4,310.0,1.229,6.8,2
tm92671,Once a Gangster,MOVIE,2010,95,"['crime', 'action', 'comedy']",0.0,5.7,481.0,4.926,6.3,3
tm252951,Brother's Shadow,MOVIE,2006,91,['drama'],0.0,6.1,147.0,1.698,7.0,1
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,121,['drama'],0.0,6.5,203.0,1.4,6.3,1
ts8175,Call the Midwife,SHOW,2012,56,"['drama', 'history', 'european']",11.0,8.5,25562.0,24.955,7.4,3
tm170758,Hop,MOVIE,2011,95,"['comedy', 'fantasy', 'animation', 'family']",0.0,5.4,33734.0,12.008,5.7,4
tm166064,"Crazy, Stupid, Love.",MOVIE,2011,118,"['romance', 'comedy', 'drama']",0.0,7.4,507878.0,30.363,7.3,3
ts20564,New Girl,SHOW,2011,21,"['comedy', 'romance']",7.0,7.7,216209.0,65.381,7.3,2
ts278,Black Mirror,SHOW,2011,59,"['scifi', 'thriller', 'drama', 'european']",5.0,8.8,515577.0,74.102,8.3,4
tm170442,Margin Call,MOVIE,2011,107,"['thriller', 'drama']",0.0,7.1,125883.0,17.311,6.8,2
tm41792,Django Unchained,MOVIE,2012,165,"['western', 'drama']",0.0,8.4,1472668.0,56.588,8.1,2
ts21580,Longmire,SHOW,2012,53,"['western', 'action', 'crime', 'drama']",6.0,8.3,34362.0,32.776,7.8,4
tm50018,Looper,MOVIE,2012,119,"['thriller', 'scifi', 'drama', 'crime', 'action']",0.0,7.4,566791.0,48.347,6.9,5
ts20660,Shameless,SHOW,2011,54,"['drama', 'comedy']",11.0,8.6,230243.0,175.426,8.1,2
ts21806,Happy Endings,SHOW,2011,21,"['comedy', 'romance']",3.0,7.8,37778.0,19.134,7.1,2
tm60292,Argo,MOVIE,2012,120,"['drama', 'thriller']",0.0,7.7,600392.0,17.419,7.3,2
ts27680,Last Tango in Halifax,SHOW,2012,59,"['comedy', 'drama', 'romance', 'european']",5.0,8.3,6844.0,5.554,7.2,4
tm164877,Midnight in Paris,MOVIE,2011,94,"['fantasy', 'romance', 'comedy']",0.0,7.7,413541.0,26.775,7.5,3
ts21599,Ink Master,SHOW,2012,42,['reality'],13.0,7.4,3874.0,23.186,7.9,1
ts33338,Top Boy,SHOW,2011,48,"['drama', 'thriller', 'crime', 'european']",2.0,8.4,22420.0,18.036,7.4,4
tm166548,Warrior,MOVIE,2011,140,"['drama', 'action', 'sport']",0.0,8.2,463276.0,74.092,7.8,3
ts32835,Hunter x Hunter,SHOW,2011,23,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",3.0,9.0,87857.0,117.924,8.8,8
tm32982,Les Misérables,MOVIE,2012,157,"['drama', 'romance', 'history', 'war']",0.0,7.5,325132.0,18.0,7.3,4
ts17598,Arrow,SHOW,2012,42,"['action', 'crime', 'drama', 'scifi']",8.0,7.5,425716.0,125.061,6.7,4
tm161802,The Girl with the Dragon Tattoo,MOVIE,2011,158,"['crime', 'thriller', 'drama']",0.0,7.8,454917.0,23.091,7.4,3
tm158304,Contagion,MOVIE,2011,106,"['thriller', 'scifi', 'action', 'drama']",0.0,6.8,300074.0,26.205,6.6,4
tm72140,Battleship,MOVIE,2012,131,"['scifi', 'thriller', 'action', 'documentation']",0.0,5.8,246008.0,44.046,5.8,4
tm37153,Killing Them Softly,MOVIE,2012,104,"['crime', 'thriller', 'drama']",0.0,6.2,141289.0,15.681,6.0,3
tm160433,Just Go with It,MOVIE,2011,117,"['romance', 'comedy']",0.0,6.4,239367.0,89.01,6.6,2
tm39896,Dark Shadows,MOVIE,2012,113,"['comedy', 'fantasy', 'horror']",0.0,6.2,262998.0,53.366,6.0,3
tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,2011,129,"['crime', 'thriller', 'action']",0.0,7.4,446531.0,47.884,7.1,3
tm59428,Silver Linings Playbook,MOVIE,2012,122,"['drama', 'romance', 'comedy']",0.0,7.7,697481.0,26.254,7.1,3
ts20457,The Legend of Korra,SHOW,2012,23,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",4.0,8.4,117464.0,63.789,8.3,7
ts20429,Sword Art Online,SHOW,2012,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",4.0,7.6,43727.0,73.783,8.3,9
tm176356,Sucker Punch,MOVIE,2011,110,"['fantasy', 'thriller', 'action']",0.0,6.0,241111.0,73.193,6.1,3
ts6506,The Borgias,SHOW,2011,51,"['drama', 'history', 'romance', 'crime']",3.0,7.9,50556.0,23.185,7.6,4
ts20458,Ninjago: Masters of Spinjitzu,SHOW,2012,17,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']",15.0,7.2,4519.0,60.536,7.8,7
tm74848,Total Recall,MOVIE,2012,120,"['thriller', 'scifi', 'crime', 'action']",0.0,6.2,252051.0,76.648,6.0,4
ts34087,Puella Magi Madoka Magica,SHOW,2011,24,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",1.0,8.3,9055.0,17.086,8.2,5
tm68272,Project X,MOVIE,2012,88,['comedy'],0.0,6.6,204959.0,168.423,6.8,1
